Data Year,Utility Number,Utility Name,State,BA_CODE,Total Revenue (Thousand Dollars),Total Sales (MWh),Total Customers,Water Heater,Net Metering,Demand Side Management,Time Based Programs
2014,192.0,Akiachak Native Community Electric,AK,,963,1876,228,.,N,N,N
2014,878.0,Atmautluak Tribal Utilities,AK,,374,517,96,.,N,N,N
2014,1747.0,Birch Creek Village Elec Util - (AK),AK,,20,15,15,.,N,N,N
2014,3421.0,City of Chignik - (AK),AK,,421.7,766,113,.,N,N,Y
2014,3422.0,City of Chefornak,AK,,866,1395,185,.,N,N,N
2014,3465.0,Chitina Electric Inc,AK,,248,390,75,.,N,N,N
2014,4959.0,Aniak Light & Power Co Inc,AK,,1504,2173,218,.,N,N,N
2014,5721.0,City of Elfin Cove - (AK),AK,,159,231,75,.,N,N,N
2014,6866.0,"G & K, Inc",AK,,1561,2158,119,.,N,N,N
2014,6915.0,Galena Electric Utility,AK,,2903,4332,317,.,N,N,N
2014,7822.0,Gustavus Electric Inc,AK,,544.6,1242,504,.,N,N,N
2014,7833.0,Gwitchyaa Zhee Utility Co,AK,,1668,2403,360,.,N,N,N
2014,9000.0,Hughes Power & Light Co,AK,,228,324,50,.,N,N,N
2014,9188.0,"I-N-N Electric Coop, Inc",AK,,1311.3,2985,280,.,N,N,N
2014,9192.0,Igiugig Electric Company,AK,,207,293,51,.,N,N,N
2014,9416.0,Ipnatchiaq Electric Company,AK,,447.9,341,66,.,N,N,N
2014,9832.0,Kuiggluum Kallugvia,AK,,675.7,1315,228,.,N,N,N
2014,9897.0,City of King Cove,AK,,1255,3749,430,.,N,N,N
2014,10455.0,Kokhanok Village Council,AK,,173,359,78,.,N,N,N
2014,10491.0,Kwig Power Company,AK,,652.5,1070,124,.,N,N,N
2014,10716.0,City of Larsen Bay - (AK),AK,AMPL,139,397,55,.,N,N,N
2014,12119.0,McGrath Light & Power Co,AK,,1737,2280,244,.,N,N,N
2014,12385.0,Metlakatla Power & Light,AK,,2001,19558,972,.,N,N,N
2014,12485.0,Middle Kuskokwim Elec Coop Inc,AK,,916.9,815,196,.,N,N,N
2014,13201.0,"Naknek Electric Assn, Inc",AK,,11212,19865,1071,.,N,N,N
2014,13211.0,Napakiak Ircinraq Power Co,AK,,454.8,650,132,.,N,N,N
2014,13477.0,Nelson Lagoon Elec Coop Inc,AK,,166.1,219,43,.,N,N,N
2014,13870.0,"Nushagak Electric Coop, Inc",AK,,8195,17686,1457,.,Y,N,N
2014,14234.0,City of Ouzinkie - (AK),AK,,321,819,110,.,N,N,N
2014,14633.0,Pedro Bay Village Council - (AK),AK,,139,187,41,.,N,N,N
2014,14832.0,Native Village of Perryville - (AK),AK,,337,382,66,.,N,N,N
2014,17898.0,City of Saint Paul,AK,,2035.2,3529,235,.,N,N,N
2014,18474.0,Tanana Power Co Inc,AK,,513.8,1011,158,.,N,N,N
2014,18480.0,Tatitlek Electric Utility,AK,,142,356,65,.,N,N,N
2014,18541.0,City of Tenakee Springs - (AK),AK,,226.8,372,161,.,N,N,N
2014,18963.0,"Inside Passage Elec Coop, Inc",AK,,5536,9722,1323,.,N,N,N
2014,19267.0,Tuntutuliak Comm Services Assn,AK,,575,1120,130,.,N,N,N
2014,20535.0,City of White Mountain - (AK),AK,,437.1,782,107,.,N,N,N
2014,24486.0,City of Akutan - (AK),AK,,162.6,517,72,.,N,N,N
2014,26317.0,City of Manokotak - (AK),AK,,500,1460,198,.,N,N,N
2014,29297.0,Pelican Utility,AK,,258,1097,102,.,N,N,N
2014,30150.0,CBY DBA Yakutat Power,AK,,2725,5414,447,.,N,N,N
2014,40548.0,Unalakleet Valley Elec Coop,AK,,1801,4138,354,.,N,N,N
2014,56256.0,City of Atka - (AK),AK,,239.3,423,57,.,N,N,N
2014,56503.0,TDX Manley Generating LLC,AK,,237,382,119,.,N,N,Y
2014,56739.0,Gold Country Energy,AK,,346,465,153,.,N,N,N
2014,57351.0,City of Egegik - (AK),AK,,535.4,674,84,.,N,N,N
2014,2423.0,City of Brundidge - (AL),AL,AEC,6483.7,57512,1287,.,N,N,N
2014,5728.0,City of Elba - (AL),AL,AEC,4849,51268,3214,.,N,N,N
2014,6052.0,City of Evergreen - (AL),AL,SOCO,6153,51097,1870,.,N,N,N
2014,8209.0,City of Hartford - (AL),AL,SOCO,2957,30554,1414,.,N,N,N
2014,10570.0,City of Lafayette - (AL),AL,SOCO,4975.4,39510,1537,.,N,N,N
2014,10687.0,City of Lanett - (AL),AL,SOCO,6044,59172,3521,.,N,N,N
2014,11333.0,City of Luverne - (AL),AL,SOCO,3323,46723,1852,.,N,N,N
2014,14151.0,City of Opp - (AL),AL,AEC,8801,69011,3192,.,N,N,N
2014,15022.0,City of Piedmont - (AL),AL,SOCO,4004,39309,2093,.,N,N,N
2014,16140.0,City of Robertsdale,AL,SOCO,10273,76165,3054,.,N,N,N
2014,925.0,"Ashley Chicot Elec Coop, Inc",AR,MISO,9267,76386,4936,.,Y,Y,N
2014,1000.0,City of Augusta - (AR),AR,MISO,1364,13461,966,.,N,N,N
2014,6206.0,Farmers Electric Coop Corp - (AR),AR,MISO,10045,86916,5125,.,N,Y,N
2014,14460.0,City of Paris - (AR),AR,SWPP,4675,44820,1820,.,N,N,N
2014,15043.0,City of Piggott - (AR),AR,SPA,5254,39601,2196,.,N,N,N
2014,15337.0,City of Prescott - (AR),AR,MISO,8412,83814,1750,.,N,N,N
2014,737.0,Aguila Irrigation District,AZ,AZPS,2152,36623,53,.,N,Y,N
2014,2469.0,Buckeye Water C&D District,AZ,AZPS,586,6716,102,.,N,Y,N
2014,3990.0,Colorado River Indian Irr Proj,AZ,WALC,4574.5,61008,2687,.,N,N,N
2014,5438.0,"Duncan Valley Elec Coop, Inc",AZ,WALC,2800.3,24874,2118,.,Y,N,Y
2014,6753.0,City of Fredonia - (AZ),AZ,WALC,579.5,9432,727,.,N,N,N
2014,8139.0,Harquahala Valley Pwr District,AZ,AZPS,4880,86525,102,.,N,Y,N
2014,8700.0,Hohokam Irr & Drain Dist,AZ,WALC,4093,34338,1672,.,N,N,N
2014,12191.0,McMullen Valley Water C&D Dist,AZ,AZPS,4232,77068,129,.,N,Y,N
2014,13961.0,Ocotillo Water Conserv. Dist.,AZ,SRP,751,12386,84,.,N,Y,N
2014,14543.0,Tohono O'Odham Utility Authority,AZ,AZPS,12269,90436,3758,.,Y,N,N
2014,15050.0,Electrical Dist No5 Pinal County,AZ,SRP,3262.4,62194,422,.,N,N,N
2014,16273.0,Roosevelt Irrigation District,AZ,SRP,3088,38870,178,.,N,Y,N
2014,16538.0,City of Safford - (AZ),AZ,WALC,8858,70727,4043,.,Y,Y,N
2014,18805.0,Town of Thatcher- (AZ),AZ,WALC,2350,23043,1382,.,Y,Y,N
2014,19016.0,Tonopah Irrigation District,AZ,AZPS,1139,19037,40,.,N,Y,N
2014,20618.0,Town of Wickenburg,AZ,AZPS,2320,24463,1431,.,N,Y,N
2014,21239.0,Electrical Dist No7 Maricopa,AZ,AZPS,2795,48066,110,.,N,Y,N
2014,40355.0,Maricopa County M W C Dist #1,AZ,AZPS,2961,39366,152,.,N,Y,N
2014,40357.0,Electrical Dist No6 Pinal County,AZ,SRP,2095,35561,112,.,N,Y,N
2014,56535.0,City of Williams - AZ,AZ,AZPS,3661,34193,1763,.,N,Y,N
2014,1702.0,City of Biggs - (CA),CA,CISO,1976.2,15190,688,.,N,N,N
2014,3990.0,Colorado River Indian Irr Proj,CA,WALC,1823.4,21658,2116,.,N,N,N
2014,7677.0,City of Gridley - (CA),CA,CISO,6506,35304,2879,.,Y,N,N
2014,13149.0,City of Needles - (CA),CA,WALC,6153,53076,2920,.,N,N,N
2014,19131.0,Trinity Public Utilities Dist,CA,CISO,7543,95927,7259,.,Y,N,N
2014,19174.0,Tuolumne County Pub Power Agny,CA,CISO,1685.8,23125,32,.,N,N,N
2014,56224.0,Rancho Cucamonga Municipal Utility,CA,CISO,10896,75765,912,.,Y,N,Y
2014,2550.0,City of Burlington - (CO),CO,WACM,3919,31700,2163,.,N,N,N
2014,3227.0,City of Center - (CO),CO,PSCO,1550.9,18709,996,.,N,N,N
2014,5036.0,City of Delta - (CO),CO,WACM,5670,53658,3056,.,Y,N,N
2014,6418.0,Town of Fleming - (CO),CO,WACM,275,3002,213,.,N,N,N
2014,7478.0,Town of Granada - (CO),CO,WACM,413,3033,236,.,Y,N,N
2014,8311.0,Town of Haxtun - (CO),CO,WACM,1009,10062,599,.,N,N,N
2014,8751.0,Town of Holly - (CO),CO,WACM,1054.6,6286,579,.,N,N,N
2014,8777.0,City of Holyoke - (CO),CO,WACM,2395,22139,1196,.,N,N,N
2014,9928.0,City of Julesburg - (CO),CO,WACM,901.5,9044,856,.,N,N,N
2014,10536.0,City of La Junta - (CO),CO,PSCO,10712,75430,3751,.,N,N,N
2014,10633.0,City of Lamar - (CO),CO,PSCO,11900,83300,5490,.,Y,N,N
2014,10730.0,City of Las Animas - (CO),CO,WACM,3886,24080,1934,.,N,N,N
2014,11376.0,Town of Lyons - (CO),CO,PSCO,693,12104,1138,.,Y,N,N
2014,14054.0,Town of Oak Creek - (CO),CO,WACM,674,8953,718,.,N,N,N
2014,17834.0,City of Springfield - (CO),CO,WACM,1546,10794,1062,.,N,N,N
2014,19204.0,City of Trinidad - (CO),CO,WACM,7315.8,46373,3757,.,N,N,N
2014,21021.0,City of Wray,CO,WACM,2430,22933,1281,.,N,N,N
2014,21143.0,City of Yuma - (CO),CO,WACM,2719,28240,1697,.,N,N,N
2014,40230.0,Deseret Generation & Tran Coop,CO,PACE,3572.9,32008,1,.,N,N,N
2014,10935.0,City of Lewes - (DE),DE,PJM,9421,75345,3601,.,Y,N,N
2014,1876.0,City of Blountstown - (FL),FL,SOCO,4376,34734,1349,.,N,N,N
2014,2633.0,City of Bushnell - (FL),FL,FPC,3335,22855,1026,.,N,N,N
2014,3406.0,City of Chattahoochee - (FL),FL,FPC,3924,36574,1156,.,N,N,N
2014,6609.0,City of Fort Meade - (FL),FL,FPC,5355.2,39295,2674,.,N,Y,N
2014,12876.0,City of Moore Haven - (FL),FL,FPL,1580,15300,1083,.,N,N,N
2014,13033.0,City of Mount Dora - (FL),FL,FPC,10682,88296,5721,.,Y,N,N
2014,13521.0,City of Newberry - (FL),FL,FPC,4096.5,32774,1687,.,Y,N,N
2014,20209.0,City of Wauchula - (FL),FL,TEC,6042,60320,2780,.,N,N,N
2014,20735.0,City of Williston - (FL),FL,FPC,4172,30583,1473,.,Y,N,N
2014,1232.0,City of Barnesville - (GA),GA,SOCO,7750,79526,2773,.,N,N,N
2014,1826.0,City of Blakely - (GA),GA,SOCO,7275,75389,2443,.,N,N,N
2014,2236.0,Town of Brinson - (GA),GA,SOCO,193.4,1535,117,.,N,N,N
2014,4091.0,City of Commerce - (GA),GA,SOCO,6360,54465,2805,.,N,N,N
2014,5236.0,City of Doerun - (GA),GA,SOCO,999,6652,461,.,N,N,N
2014,5796.0,City of Ellaville,GA,SOCO,3135.5,25118,849,.,N,N,N
2014,6130.0,City of Fairburn - (GA),GA,SOCO,7805.7,64814,3038,.,N,N,N
2014,6598.0,City of Forsyth - (GA),GA,SOCO,8817,76924,2541,.,N,N,N
2014,7515.0,City of Grantville - (GA),GA,SOCO,1369.5,11488,730,.,N,N,N
2014,8022.0,City of Hampton - (GA),GA,SOCO,3092.8,30902,2038,.,N,N,N
2014,8698.0,City of Hogansville - (GA),GA,SOCO,3200,23446,1604,.,N,N,N
2014,9573.0,City of Jackson - (GA),GA,SOCO,4915,38291,1595,.,N,N,N
2014,10571.0,City of LaFayette - (GA),GA,SOCO,9906.7,101455,3938,.,N,N,N
2014,11587.0,City of Mansfield - (GA),GA,SOCO,582,7074,252,.,N,N,N
2014,12851.0,City of Monticello - (GA),GA,SOCO,2958,24159,1480,.,N,N,N
2014,14396.0,City of Palmetto - (GA),GA,SOCO,3272.4,29567,1814,.,N,N,N
2014,15573.0,City of Quitman,GA,SOCO,6248,49924,2342,.,N,N,N
2014,16637.0,City of Sandersville - (GA),GA,SOCO,10912.9,93142,2792,.,N,N,N
2014,18403.0,City of Sylvester - (GA),GA,SOCO,9807,86156,2733,.,Y,N,N
2014,20393.0,City of West Point - (GA),GA,SOCO,6227,54736,1560,.,N,N,N
2014,20534.0,City of Whigham - (GA),GA,SOCO,914,6261,295,.,N,N,N
2014,40369.0,City of Oxford - (GA),GA,SOCO,2060,15738,676,.,N,N,N
2014,149.0,City of Afton- (IA),IA,MISO,801,6544,508,.,N,Y,N
2014,182.0,City of Akron - (IA),IA,MISO,1434,15218,825,.,N,N,N
2014,198.0,City of Alton,IA,MISO,992,11769,568,.,N,Y,N
2014,405.0,City of Alta - (IA),IA,MISO,1625.3,17188,989,.,N,N,N
2014,432.0,City of Alta Vista- (IA),IA,MISO,206.5,2015,210,.,N,N,N
2014,682.0,City of Anita - (IA),IA,MISO,810.4,8714,631,.,N,N,N
2014,700.0,City of Anthon - (IA),IA,WAUE,630.4,6676,360,.,N,Y,N
2014,723.0,City of Aplington,IA,MISO,686,6904,531,.,N,N,N
2014,995.0,City of Auburn - (IA),IA,MISO,240,1977,185,.,N,N,N
2014,1002.0,City of Aurelia - (IA),IA,MISO,834,7900,520,.,N,N,N
2014,1172.0,Bancroft Municipal Utilities,IA,MISO,1529,13050,642,.,N,N,N
2014,1515.0,City of Bellevue - (IA),IA,MISO,2263,20703,1559,.,Y,N,N
2014,1824.0,City of Bigelow - (MN),IA,MISO,83.4,937,19,.,N,N,N
2014,1968.0,Boone Valley Electric Coop,IA,MISO,459,5138,114,.,N,N,N
2014,2183.0,City of Breda - (IA),IA,MISO,462.4,4680,289,.,N,Y,N
2014,2287.0,City of Brooklyn - (IA),IA,MISO,1330.4,12366,804,.,N,Y,N
2014,2600.0,City of Burt,IA,MISO,394,3584,281,.,N,N,N
2014,2809.0,City of Callender - (IA),IA,MISO,298,2410,184,.,N,N,N
2014,3029.0,City of Carlisle- (IA),IA,MISO,2049.4,17865,1544,.,N,N,N
2014,3111.0,Cass Electric Coop,IA,MISO,112,1195,89,.,N,N,N
2014,3137.0,Cascade Municipal Utilities,IA,MISO,1945,18668,1115,.,N,Y,N
2014,3900.0,City of Coggon - (IA),IA,MISO,524.7,3628,271,.,N,N,N
2014,4304.0,City of Corwith - (IA),IA,MISO,397.3,2656,191,.,N,N,N
2014,4305.0,City of Coon Rapids,IA,WAUE,1479,14226,798,.,N,N,N
2014,4375.0,City of Corning - (IA),IA,MISO,1924,19537,1058,.,N,N,N
2014,4791.0,City of Danville - (IA),IA,MISO,613.8,5587,433,.,N,N,N
2014,4919.0,City of Dayton - (IA),IA,MISO,651,4977,468,.,N,Y,N
2014,5076.0,City of Denver - (IA),IA,MISO,1274.5,11721,888,.,N,N,N
2014,5155.0,City of Dike,IA,MISO,677,6190,496,.,N,N,N
2014,5518.0,City of Dysart - (IA),IA,MISO,1165,8749,694,.,N,Y,N
2014,5529.0,City of Durant - (IA),IA,MISO,1886,14986,954,.,N,Y,N
2014,5563.0,City of Earlville - (IA),IA,MISO,451,4893,443,.,N,N,N
2014,5827.0,City of Ellsworth - (IA),IA,MISO,539.3,5043,283,.,N,N,N
2014,6127.0,City of Fairbank - (IA),IA,MISO,872.6,7446,549,.,N,Y,N
2014,6210.0,City of Farnhamville - (IA),IA,MISO,497,4415,269,.,N,N,N
2014,6496.0,City of Fonda - (IA),IA,MISO,431,4662,378,.,N,N,N
2014,6501.0,City of Fontanelle - (IA),IA,MISO,701,6146,440,.,N,N,N
2014,6759.0,City of Fredericksburg - (IA),IA,MISO,1838,19667,541,.,N,N,N
2014,7295.0,City of Glidden - (IA),IA,MISO,832,8179,670,.,N,N,N
2014,7424.0,Gowrie Municipal Utilities,IA,MISO,874,7389,601,.,N,N,N
2014,7442.0,Grafton Electric - (IA),IA,MISO,223,1825,162,.,N,N,N
2014,7486.0,City of Grand Junction - (IA),IA,MISO,624.6,5321,481,.,N,N,N
2014,7837.0,City of Guttenberg,IA,MISO,2208.2,17668,1365,.,Y,N,N
2014,8214.0,City of Hartley - (IA),IA,WAUE,1807,19996,915,.,N,N,N
2014,8847.0,City of Hopkinton - (IA),IA,MISO,592.3,4662,374,.,N,N,N
2014,8966.0,Hudson Municipal Electric Utility,IA,MISO,1591.6,13119,924,.,N,N,N
2014,10172.0,City of Marathon - (IA),IA,MISO,347,2013,214,.,N,N,N
2014,10181.0,Keosauqua Municipal Light & Pwr,IA,SWPP,1472,13363,630,.,N,Y,N
2014,10265.0,City of Kimballton - (IA),IA,WAUE,228,2523,216,.,N,Y,N
2014,10542.0,La Porte City Utilities,IA,MISO,1845,16084,1191,.,N,N,N
2014,10608.0,City of Lake Park - (IA),IA,MISO,1384,12299,714,.,N,N,N
2014,10617.0,City of Lake View - (IA),IA,MISO,1925.4,21664,1385,.,N,Y,N
2014,10706.0,City of Larchwood - (IA),IA,MISO,779,8195,466,.,N,N,N
2014,10784.0,City of Lawler - (IA),IA,MISO,304,2723,270,.,N,N,N
2014,10881.0,City of Lehigh - (IA),IA,MISO,186,2176,268,.,N,N,N
2014,11093.0,City of Livermore- (IA),IA,MISO,352,2947,221,.,N,N,N
2014,11141.0,City of Long Grove - (IA),IA,MISO,352,2840,226,.,N,N,N
2014,11609.0,City of Mapleton- (IA),IA,MISO,1404,13768,779,.,N,N,N
2014,12114.0,City of McGregor- (IA),IA,MISO,791,7095,642,.,N,Y,N
2014,13382.0,City of Neola - (IA),IA,MISO,403,5076,452,.,N,N,N
2014,13468.0,New London Municipal Utilities,IA,MISO,1804.8,15136,1235,.,N,Y,N
2014,13990.0,City of Ogden - (IA),IA,MISO,1664.8,12748,1157,.,N,N,N
2014,14166.0,City of Orient - (IA),IA,MISO,312,2345,218,.,N,N,N
2014,14433.0,City of Panora - (IA),IA,MISO,1200.3,12501,727,.,N,N,N
2014,14473.0,City of Paton - (IA),IA,MISO,125,1518,129,.,N,N,N
2014,14577.0,City of Paullina - (IA),IA,MISO,1225,10328,669,.,N,N,N
2014,15180.0,City of Pocahontas - (IA),IA,MISO,2018,18347,1136,.,N,N,N
2014,15377.0,City of Primghar - (IA),IA,MISO,934,8971,558,.,N,N,N
2014,15751.0,City of Readlyn - (IA),IA,MISO,620,5350,375,.,Y,Y,N
2014,15862.0,City of Renwick - (IA),IA,MISO,506.6,4887,175,.,N,N,Y
2014,16211.0,City of Rockford- (IA),IA,MISO,830.3,6578,508,.,N,N,N
2014,16528.0,City of Sabula - (IA),IA,MISO,542,3449,436,.,N,N,N
2014,16992.0,City of Stanton - (IA),IA,MISO,620,7351,348,.,N,Y,N
2014,17046.0,City of Shelby - (IA),IA,WAUE,634,6210,293,.,N,N,N
2014,18014.0,City of State Center - (IA),IA,MISO,2061,14802,962,.,N,Y,N
2014,18201.0,City of Stratford - (IA),IA,MISO,578.4,5270,411,.,N,N,N
2014,18204.0,City of Strawberry Point,IA,MISO,1127.4,8391,739,.,N,N,N
2014,18231.0,City of Stuart - (IA),IA,MISO,1657,13847,886,.,N,N,N
2014,18301.0,City of Sumner - (IA),IA,MISO,1917,17150,1189,.,N,Y,Y
2014,19062.0,City of Traer - (IA),IA,MISO,1797,14222,1113,.,N,Y,N
2014,19843.0,City of Villisca - (IA),IA,MISO,1188,11844,780,.,N,N,N
2014,20025.0,City of Wall Lake - (IA),IA,MISO,873.9,9694,569,.,N,N,N
2014,20364.0,City of West Bend,IA,MISO,1458,17020,612,.,N,N,N
2014,20379.0,Town of Westfield - (IA),IA,WAUE,80,810,72,.,N,N,N
2014,20396.0,West Point Utility System,IA,MISO,1736,13902,735,.,N,N,N
2014,20604.0,City of Whittemore - (IA),IA,MISO,573.7,5135,321,.,N,N,N
2014,20846.0,City of Woolstock - (IA),IA,MISO,216,1759,128,.,N,N,N
2014,20949.0,City of Woodbine - (IA),IA,WAUE,1417,15970,901,.,N,Y,N
2014,27269.0,City of Stanhope - (IA),IA,MISO,321.4,2694,278,.,N,N,Y
2014,40390.0,City of Buffalo - (IA),IA,MISO,562,5679,464,.,N,N,N
2014,244.0,City of Albion - (ID),ID,BPAT,261,2807,205,.,N,N,N
2014,1956.0,City of Bonners Ferry,ID,BPAT,4667,70026,2667,.,Y,N,N
2014,5584.0,East End Mutual Elec Co Ltd,ID,BPAT,1468,22332,731,.,N,N,N
2014,6155.0,"Farmers Electric Company, Ltd - (ID)",ID,BPAT,189,3086,121,.,N,N,N
2014,7084.0,City of Declo - (ID),ID,BPAT,16,239,130,.,N,N,N
2014,8532.0,City of Heyburn - (ID),ID,BPAT,2452.7,49582,1550,.,N,N,N
2014,9186.0,"Idaho County L&P Coop Assn, Inc",ID,AVA,5210.4,50437,3832,.,Y,Y,N
2014,11211.0,Lost River Electric Coop Inc,ID,PACE,5613,86932,2628,.,N,N,N
2014,12609.0,City of Minidoka - (ID),ID,BPAT,51,635,44,.,N,N,N
2014,15297.0,City of Plummer - (ID),ID,AVA,2024.9,31698,955,.,N,Y,Y
2014,17493.0,City of Soda Springs - (ID),ID,PACE,1954.6,25318,1774,.,N,N,N
2014,17576.0,"South Side Electric, Inc",ID,BPAT,2691,54873,774,.,N,N,N
2014,20297.0,City of Weiser - (ID),ID,BPAT,3005.6,49757,2657,.,N,N,N
2014,56536.0,Riverside Electric Cooperative,ID,IPCO,1222,19457,581,.,N,N,N
2014,229.0,City of Albany - (IL),IL,MISO,580.7,5100,476,.,N,N,N
2014,366.0,City of Allendale- (IL),IL,MISO,323,3065,252,.,N,N,N
2014,406.0,City of Altamont - (IL),IL,MISO,2328,21899,1566,.,N,N,N
2014,1648.0,Village of Bethany - (IL),IL,MISO,997,8216,691,.,N,N,N
2014,2188.0,City of Breese - (IL),IL,MISO,5381,50219,2280,.,N,N,N
2014,2634.0,City of Bushnell - (IL),IL,MISO,3291,33609,1654,.,N,N,N
2014,2776.0,Cairo Public Utility Company,IL,MISO,6753.7,67247,1343,.,N,N,N
2014,3037.0,City of Carlyle - (IL),IL,MISO,3636.3,34029,1796,.,N,N,N
2014,3040.0,City of Carmi - (IL),IL,MISO,6251,53193,3272,.,N,N,N
2014,3153.0,City of Casey - (IL),IL,MISO,3201,28402,1997,.,N,N,N
2014,3405.0,Village of Chatham - (IL),IL,MISO,8461,73642,5470,.,N,N,N
2014,3726.0,Clay Electric Coop Inc,IL,MISO,7432,54540,3228,.,N,N,N
2014,5531.0,Enerstar Power Corp,IL,MISO,12940,90557,5274,.,Y,N,N
2014,6141.0,City of Fairfield- (IL),IL,MISO,8205,69589,3225,.,N,N,N
2014,6192.0,City of Farmer City - (IL),IL,MISO,2650,20183,1184,.,N,N,N
2014,6764.0,Village of Freeburg - (IL),IL,MISO,4863,38594,2175,.,N,N,N
2014,7095.0,City of Geneseo - (IL),IL,MISO,6579,62348,3961,.,N,N,N
2014,7633.0,Village of Greenup - (IL),IL,MISO,1875,15394,972,.,N,N,N
2014,11736.0,City of Marshall - (IL),IL,MISO,7133,61842,2401,.,N,N,N
2014,11790.0,City of Mascoutah - (IL),IL,MISO,5748,43433,3559,.,N,N,N
2014,12070.0,McDonough Power Coop,IL,MISO,10904.8,80867,5181,.,Y,N,N
2014,12167.0,City of McLeansboro - (IL),IL,MISO,3123,22164,1536,.,N,N,N
2014,12388.0,City of Metropolis - (IL),IL,MISO,7101,81882,3901,.,N,N,N
2014,13560.0,City of Newton - (IL),IL,MISO,2681,27784,1666,.,N,N,N
2014,13993.0,City of Oglesby - (IL),IL,MISO,3553.7,32734,2411,.,N,N,N
2014,15772.0,City of Red Bud - (IL),IL,MISO,5525,47250,2306,.,N,N,N
2014,16092.0,Village of Riverton - (IL),IL,MISO,2969,20388,1697,.,N,N,N
2014,16198.0,City of Rock Falls - (IL),IL,MISO,8955,72440,5391,.,N,N,N
2014,16269.0,City of Roodhouse - (IL),IL,MISO,1393,10689,956,.,N,N,N
2014,17838.0,"Spoon River Electric Coop, Inc",IL,MISO,9833,65946,4867,.,N,N,N
2014,18277.0,City of Sullivan - (IL),IL,MISO,7616,68177,3350,.,N,N,N
2014,20180.0,City of Waterloo - (IL),IL,MISO,10315,82256,4658,.,N,N,N
2014,29296.0,Western Illinois Elec Coop,IL,MISO,8056,67414,3684,.,Y,N,N
2014,40367.0,Village of Ladd - (IL),IL,MISO,1516,13124,634,.,N,N,N
2014,157.0,Town of Advance - (IN),IN,MISO,528,4666,273,.,N,N,N
2014,789.0,Town of Argos,IN,MISO,2463.8,22557,863,.,N,N,N
2014,1028.0,Town of Avilla - (IN),IN,PJM,3085.5,33852,1092,.,N,N,N
