|Utility Characteristics..Data Year|,|Utility Characteristics..Facility Number|,|Utility Characteristics..Facility Name|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..STATE|,|Utility Characteristics..BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
2019,61971,Corcoran CSG,60281,"Altus Power America Management, LLC",MN,MISO,901.0,"6,916","3,760",0.0,0,0,0.0,0,0,0.0,0,0,901.0,"6,916","3,760"
2019,60150,Cornell Geneva Solar Farm,59942,Argos Solar LLC,NY,NYIS,0.0,0,0,322.0,"3,082",1,0.0,0,0,0.0,0,0,322.0,"3,082",1
2019,59470,Cornell Snyder Road Solar Array,59237,"Ulysses Solar, LLC",NY,NYIS,0.0,0,0,154.0,"2,018",1,0.0,0,0,0.0,0,0,154.0,"2,018",1
2019,61977,Cornillie,63249,Terraform Arcadia,MN,MISO,0.0,0,0,158.0,"1,436",1,0.0,0,0,0.0,0,0,158.0,"1,436",1
2019,58359,Corning Pharmaceutical Glass,63068,CVI CleanCapital Solar 4 LLC,NJ,PJM,0.0,0,0,259.0,"3,492",1,0.0,0,0,0.0,0,0,259.0,"3,492",1
2019,55206,Corpus Christi Energy Center,4383,Corpus Christi Cogeneration LLC,TX,ERCO,0.0,0,0,0.0,0,0,"14,365.0","464,310",1,0.0,0,0,"14,365.0","464,310",1
2019,58881,County College of Morris,58753,Sunlight General Morris Solar LLC,NJ,PJM,0.0,0,0,269.0,"3,842",1,0.0,0,0,0.0,0,0,269.0,"3,842",1
2019,60453,"Cummins, Inc",63249,Terraform Arcadia,NY,NYIS,0.0,0,0,135.0,"1,848",1,0.0,0,0,0.0,0,0,135.0,"1,848",1
2019,63486,D'Arrigo Brothers - Phase 4,63226,CalCom Energy,CA,CISO,0.0,0,0,455.0,"3,500",1,0.0,0,0,0.0,0,0,455.0,"3,500",1
2019,63492,DCO Burlington,63218,DCO Burlington,NJ,PJM,0.0,0,0,0.0,0,0,"1,756.0","16,763",1,0.0,0,0,"1,756.0","16,763",1
2019,60754,DDR Shoppers World,60281,"Altus Power America Management, LLC",MA,ISNE,0.0,0,0,338.0,"1,708",1,0.0,0,0,0.0,0,0,338.0,"1,708",1
2019,63286,DG Amaze ACY1,63071,"DG Amaze New Jersey, LLC",NJ,PJM,0.0,0,0,11.0,"3,441",1,0.0,0,0,0.0,0,0,11.0,"3,441",1
2019,61515,DG Camden LLC Holtec,61113,"DG Camden, LLC",NJ,PJM,0.0,0,0,0.0,0,0,156.0,"4,014",1,0.0,0,0,156.0,"4,014",1
2019,61507,DG New Jersey Solar RLS Logistics,61111,"DG New Jersey Solar, LLC",NJ,PJM,0.0,0,0,0.0,0,0,413.0,"5,491",1,0.0,0,0,413.0,"5,491",1
2019,59746,DSH (CA) - Coalinga State Hospital,59512,"Team-Solar, Inc.",CA,CISO,0.0,0,0,561.0,"4,666",1,0.0,0,0,0.0,0,0,561.0,"4,666",1
2019,62713,DSM Nutritional Products Solar,62155,"DG Northeast Solar II, LLC",NJ,PJM,0.0,0,0,0.0,0,0,468.0,"11,392",1,0.0,0,0,468.0,"11,392",1
2019,60739,DSM Solar,61944,GSRP,NJ,PJM,0.0,0,0,0.0,0,0,266.0,"6,252",1,0.0,0,0,266.0,"6,252",1
2019,61849,Danville,63249,Terraform Arcadia,VA,PJM,0.0,0,0,946.0,"13,045",1,0.0,0,0,0.0,0,0,946.0,"13,045",1
2019,59131,Dartmouth Landfill,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,130.0,"1,625",1,0.0,0,0,0.0,0,0,130.0,"1,625",1
2019,61116,Delano Land 1,60728,"Delano Land 1, LLC",CA,CISO,0.0,0,0,190.0,"2,023",1,0.0,0,0,0.0,0,0,190.0,"2,023",1
2019,61637,Denison Solar Array,60571,AEP Onsite Partners,OH,PJM,0.0,0,0,295.0,"2,325",1,0.0,0,0,0.0,0,0,295.0,"2,325",1
2019,56815,Denver Int Airport,56026,MMA DAS Power,CO,PSCO,0.0,0,0,270.0,"2,092",1,0.0,0,0,0.0,0,0,270.0,"2,092",1
2019,59462,Denver Intl Airport IV Solar,59229,Denver Int'l Airport IV Solar,CO,SWPP,0.0,0,0,296.0,"3,000",1,0.0,0,0,0.0,0,0,296.0,"3,000",1
2019,60861,Dept of General Services -FTB,60518,"California PV Energy 2, LLC",CA,BANC,0.0,0,0,522.0,"5,223",1,0.0,0,0,0.0,0,0,522.0,"5,223",1
2019,62946,Dickinson Solar,62795,"Dickinson Solar, LLC",NJ,PJM,0.0,0,0,393.0,"5,008",1,0.0,0,0,0.0,0,0,393.0,"5,008",1
2019,57827,Dinuba Wastewater Treatment Plant,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,336.0,"1,594",1,0.0,0,0,0.0,0,0,336.0,"1,594",1
2019,59094,Division 1,60947,Tesla Inc.,CA,CISO,0.0,0,0,397.0,"3,095",1,0.0,0,0,0.0,0,0,397.0,"3,095",1
2019,59095,Division 2,60947,Tesla Inc.,CA,CISO,0.0,0,0,239.0,"1,938",1,0.0,0,0,0.0,0,0,239.0,"1,938",1
2019,59096,Division 3,60947,Tesla Inc.,CA,CISO,0.0,0,0,252.0,"2,013",1,0.0,0,0,0.0,0,0,252.0,"2,013",1
2019,60930,Dublin Solar I,60581,"Dublin Solar I, LLC",GA,,0.0,0,0,593.0,"6,982",1,0.0,0,0,0.0,0,0,593.0,"6,982",1
2019,62324,Dynamic - Walpole,61012,AES Distributed Energy,MA,ISNE,0.0,0,0,849.0,"3,020",1,0.0,0,0,0.0,0,0,849.0,"3,020",1
2019,60446,E&B Resources,63249,Terraform Arcadia,CA,CISO,0.0,0,0,234.0,"2,018",1,0.0,0,0,0.0,0,0,234.0,"2,018",1
2019,59132,EAFB - North Base,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,397.0,"2,482",1,0.0,0,0,0.0,0,0,397.0,"2,482",1
2019,59133,EAFB - South Base,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,396.0,"2,475",1,0.0,0,0,0.0,0,0,396.0,"2,475",1
2019,63485,ECP Uptown Campus,63220,ECP Uptown Campus LLC,PA,PJM,0.0,0,0,"1,111.0","20,567",1,0.0,0,0,0.0,0,0,"1,111.0","20,567",1
2019,57574,ETS Ewing Solar Facility,56915,"Solar Star New Jersey IV, LLC",NJ,PJM,0.0,0,0,645.0,"2,237",1,0.0,0,0,0.0,0,0,645.0,"2,237",1
2019,60727,East Orange Solar,61944,GSRP,NJ,PJM,0.0,0,0,266.0,"6,194",1,0.0,0,0,0.0,0,0,266.0,"6,194",1
2019,58272,Easthampton Landfill-City of Easthampton,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,159.0,"2,646",1,0.0,0,0,0.0,0,0,159.0,"2,646",1
2019,59134,Easton Landfill,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,223.0,"2,338",1,0.0,0,0,0.0,0,0,223.0,"2,338",1
2019,58076,Edwards Air Force Base,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,397.0,"2,481",1,0.0,0,0,0.0,0,0,397.0,"2,481",1
2019,60795,Eichtens Community Solar,63249,Terraform Arcadia,MN,MISO,0.0,0,0,562.0,"5,298",1,0.0,0,0,0.0,0,0,562.0,"5,298",1
2019,62137,Eichtens II CSG,63249,Terraform Arcadia,MN,MISO,0.0,0,0,170.0,"1,535",1,0.0,0,0,0.0,0,0,170.0,"1,535",1
2019,60985,Elizabethtown Solar,60620,Elizabethtown Solar LLC,PA,PJM,0.0,0,0,240.0,"2,355",1,0.0,0,0,0.0,0,0,240.0,"2,355",1
2019,59367,Engelhard Solar LLC,58258,SunRay Power LLC,NJ,PJM,0.0,0,0,0.0,0,0,82.0,910,1,0.0,0,0,82.0,910,1
2019,60230,Estrella Mountain PV,60947,Tesla Inc.,AZ,AZPS,0.0,0,0,190.0,"3,722",1,0.0,0,0,0.0,0,0,190.0,"3,722",1
2019,59393,Eubank Landfill Solar Array,59171,"Suncore Photovoltaics, Inc",NM,PNM,0.0,0,0,0.0,0,0,876.0,"3,293",1,0.0,0,0,876.0,"3,293",1
2019,58261,FAA NorCal TRACON,58238,Enfinity NorCal 1 FAA LLC,CA,BANC,0.0,0,0,149.0,"1,435",1,0.0,0,0,0.0,0,0,149.0,"1,435",1
2019,57506,FRV SI Transport Solar LP,61219,Longroad Energy Services LLC,CA,CISO,0.0,0,0,579.0,"3,083",1,0.0,0,0,0.0,0,0,579.0,"3,083",1
2019,57747,FedEx Field Solar Facility,57052,NRG Solar Arrowhead LLC,MD,PJM,0.0,0,0,323.0,"2,167",1,0.0,0,0,0.0,0,0,323.0,"2,167",1
2019,57776,FedEx Woodbridge,58316,SSA Solar of NJ LLC,NJ,PJM,0.0,0,0,148.0,"2,275",1,0.0,0,0,0.0,0,0,148.0,"2,275",1
2019,60065,"Federal Road Solar 1, LLC CSG",59804,"Federal Road Solar 1, LLC",MA,ISNE,0.0,0,0,776.0,"7,334",6,0.0,0,0,0.0,0,0,776.0,"7,334",6
2019,62043,First Baptist Church of Glenarden,61620,IOS II LLC,MD,PJM,0.0,0,0,249.0,"2,800",1,0.0,0,0,0.0,0,0,249.0,"2,800",1
2019,61690,Foreman's Hill Community Solar,61304,Foreman's Hill CSG LLC,MN,MISO,787.0,"7,283",10,0.0,0,0,0.0,0,0,0.0,0,0,787.0,"7,283",10
2019,57791,Foundation AB,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,190.0,"2,729",1,0.0,0,0,190.0,"2,729",1
2019,61066,Foundation CDCR LAC,60690,"Foundation CA Fund VIII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,403.0,"4,532",1,0.0,0,0,403.0,"4,532",1
2019,61442,Foundation California Training Facility,61070,"Foundation CA Fund IX Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,506.0,"5,557",1,0.0,0,0,506.0,"5,557",1
2019,58102,Foundation Cemex BMQ,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,312.0,"3,862",1,0.0,0,0,312.0,"3,862",1
2019,58112,Foundation Cemex Madison,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,153.0,"1,712",1,0.0,0,0,153.0,"1,712",1
2019,58101,Foundation Cemex River Plant,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,260.0,"3,220",1,0.0,0,0,260.0,"3,220",1
2019,57792,Foundation IE,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,46.0,43,1,0.0,0,0,46.0,43,1
2019,61443,Foundation Mann Packing,61070,"Foundation CA Fund IX Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,356.0,"4,186",0,0.0,0,0,356.0,"4,186",0
2019,58114,Foundation NWNA,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,"1,258.0","18,387",1,0.0,0,0,"1,258.0","18,387",1
2019,58113,Foundation RRM,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,445.0,"8,716",1,0.0,0,0,445.0,"8,716",1
2019,57626,Foundation ST,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,217.0,"2,693",1,0.0,0,0,217.0,"2,693",1
2019,61444,Foundation SaIinas Valley State Prison,61070,"Foundation CA Fund IX Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,377.0,"5,464",1,0.0,0,0,377.0,"5,464",1
2019,61067,Foundation Scheid Vineyards,60690,"Foundation CA Fund VIII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,314.0,"4,040",1,0.0,0,0,314.0,"4,040",1
2019,58104,Foundation Superior Farms,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,122.0,"1,484",1,0.0,0,0,122.0,"1,484",1
2019,58105,Foundation Wal-Mart Red Bluff,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,128.0,"1,620",1,0.0,0,0,128.0,"1,620",1
2019,62287,Francisco St. Solar,61812,AES LA FiT Francisco LLC,CA,LDWP,0.0,0,0,319.0,"2,204",1,0.0,0,0,0.0,0,0,319.0,"2,204",1
2019,63496,Frederick County - Landfill,60947,Tesla Inc.,MD,PJM,0.0,0,0,71.0,"1,088",1,0.0,0,0,0.0,0,0,71.0,"1,088",1
2019,60759,Freeze Solar,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,0.0,0,0,215.0,"1,871",1,0.0,0,0,215.0,"1,871",1
2019,59472,Ft. Churchill PV,57369,"Apple, Inc",NV,NEVP,0.0,0,0,"1,457.0","36,412",1,0.0,0,0,0.0,0,0,"1,457.0","36,412",1
2019,61102,"GASNA 18P, LLC",57354,X-Elio North America Inc,PR,NA,0.0,0,0,"1,449.0","6,900",1,0.0,0,0,0.0,0,0,"1,449.0","6,900",1
2019,58576,GSE NM1,60281,"Altus Power America Management, LLC",NM,SWPP,0.0,0,0,151.0,"3,578",3,0.0,0,0,0.0,0,0,151.0,"3,578",3
2019,56909,Gap Pacific Distribution Center,61944,GSRP,CA,CISO,0.0,0,0,165.0,"1,010",1,0.0,0,0,0.0,0,0,165.0,"1,010",1
2019,62680,Garfield Solar,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,67.0,877,2,0.0,0,0,0.0,0,0,67.0,877,2
2019,62843,Garnet Solar (NY),60571,AEP Onsite Partners,NY,NYIS,0.0,0,0,264.0,"2,806",1,0.0,0,0,0.0,0,0,264.0,"2,806",1
2019,60847,Garrett County - DPU Treatment Plant,60947,Tesla Inc.,MD,PJM,0.0,0,0,105.0,"1,613",1,0.0,0,0,0.0,0,0,105.0,"1,613",1
2019,61794,Gateway Solar,61419,"Constellation Solar MC, LLC",DE,PJM,0.0,0,0,356.0,"7,921",1,0.0,0,0,0.0,0,0,356.0,"7,921",1
2019,50333,Gay Robinson,7019,Gay & Robinson Inc,HI,NA,7.0,100,9,54.0,236,6,0.0,0,0,0.0,0,0,61.0,336,15
2019,60844,Genentech Vacaville Meter #1,60947,Tesla Inc.,CA,CISO,0.0,0,0,895.0,"12,499",1,0.0,0,0,0.0,0,0,895.0,"12,499",1
2019,60231,Genentech-Oceanside Hybrid,60947,Tesla Inc.,CA,CISO,0.0,0,0,674.0,"6,641",1,0.0,0,0,0.0,0,0,674.0,"6,641",1
2019,59841,General Motors Corp at White Marsh MD,56975,"Constellation Solar Maryland, LLC",MD,PJM,0.0,0,0,0.0,0,0,146.0,"1,292",1,0.0,0,0,146.0,"1,292",1
2019,58543,"Gilbert Solar Facility I, LLC",58514,"Gilbert Solar Facility I, LLC",AZ,AZPS,0.0,0,0,317.0,"3,541",1,0.0,0,0,0.0,0,0,317.0,"3,541",1
2019,62663,Gilcrest Solar,63249,Terraform Arcadia,CO,WACM,0.0,0,0,207.0,"3,348",1,0.0,0,0,0.0,0,0,207.0,"3,348",1
2019,60752,Gloucester Community College Solar,61944,GSRP,NJ,PJM,0.0,0,0,324.0,"3,378",1,0.0,0,0,0.0,0,0,324.0,"3,378",1
2019,59328,Golden Acorn Casino,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,242.0,"4,303",1,0.0,0,0,242.0,"4,303",1
2019,60124,Goldfinch,60972,NRG DG Lakeland LLC,FL,FMPP,0.0,0,0,616.0,"5,215",1,0.0,0,0,0.0,0,0,616.0,"5,215",1
2019,60463,Greene County Meter #1,60947,Tesla Inc.,NY,ISNE,0.0,0,0,25.0,385,1,0.0,0,0,0.0,0,0,25.0,385,1
2019,62759,Greenville CSG,62674,"Greenville NY 1, LLC",NY,NYIS,113.0,736,15,0.0,0,0,0.0,0,0,0.0,0,0,113.0,736,15
2019,61689,Grimm Community Solar,61303,Grimm CSG LLC,MN,MISO,197.0,"1,715",5,0.0,0,0,0.0,0,0,0.0,0,0,197.0,"1,715",5
2019,61208,Gulfport Naval Base CSG PV System,57081,"WGL Energy Systems, Inc",MS,SOCO,0.0,0,0,399.0,"5,325",1,0.0,0,0,0.0,0,0,399.0,"5,325",1
2019,62195,Guse CSG,63249,Terraform Arcadia,MN,MISO,0.0,0,0,171.0,"1,514",1,0.0,0,0,0.0,0,0,171.0,"1,514",1
2019,61722,HEBT Irvine 1,61344,Advanced Microgrid Solutions,CA,CISO,0.0,0,0,.,997,1,0.0,0,0,0.0,0,0,0.0,997,1
2019,61723,HEBT Irvine 2,61344,Advanced Microgrid Solutions,CA,CISO,0.0,0,0,.,"1,938",1,0.0,0,0,0.0,0,0,0.0,"1,938",1
2019,61721,HEBT WLA 1,61344,Advanced Microgrid Solutions,CA,CISO,0.0,0,0,.,"5,254",10,0.0,0,0,0.0,0,0,0.0,"5,254",10
2019,56877,Hall's Warehouse Solar Project,59100,"Sunlight General Solar Fund II, LLC",NJ,PJM,0.0,0,0,156.0,"1,557",1,0.0,0,0,0.0,0,0,156.0,"1,557",1
2019,60494,Hampden,60281,"Altus Power America Management, LLC",MA,ISNE,0.0,0,0,748.0,"5,403",2,0.0,0,0,0.0,0,0,748.0,"5,403",2
2019,60815,Hampshire College Hybrid,60947,Tesla Inc.,MA,ISNE,0.0,0,0,298.0,"4,764",1,0.0,0,0,0.0,0,0,298.0,"4,764",1
2019,61030,Harford Solar Farm,60669,Laertes Solar LLC,NY,NYIS,0.0,0,0,313.0,"2,986",1,0.0,0,0,0.0,0,0,313.0,"2,986",1
2019,52061,Hartford Hospital Cogeneration,8153,Hartford Steam Co,CT,ISNE,0.0,0,0,0.0,0,0,"4,231.0","51,335",1,0.0,0,0,"4,231.0","51,335",1
2019,60909,Hartford Landfill Solar EGF,60166,Materials Innovation Recycling Authority,CT,ISNE,0.0,0,0,68.0,"1,504",1,0.0,0,0,0.0,0,0,68.0,"1,504",1
2019,60501,Hartz Way,60268,Hartz Solar LLC,NJ,PJM,0.0,0,0,202.0,"1,226",1,0.0,0,0,0.0,0,0,202.0,"1,226",1
2019,60708,Havre de Grace II - E at Perryman,61419,"Constellation Solar MC, LLC",MD,PJM,0.0,0,0,125.0,"2,079",1,0.0,0,0,0.0,0,0,125.0,"2,079",1
2019,62438,Heller 400M,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,132.0,"1,435",1,0.0,0,0,0.0,0,0,132.0,"1,435",1
2019,57869,Heller Industrial Parks,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,571.0,"6,081",1,0.0,0,0,0.0,0,0,571.0,"6,081",1
2019,60099,"Hewlett-Packard (HP) - Andover, MA",60947,Tesla Inc.,MA,ISNE,0.0,0,0,130.0,"2,266",1,0.0,0,0,0.0,0,0,130.0,"2,266",1
2019,10036,Hillsborough Hosiery,56590,Silverstreet Hydro,MA,ISNE,0.0,0,0,277.0,"4,212",1,0.0,0,0,0.0,0,0,277.0,"4,212",1
2019,62725,Homer Street East,59474,BQ Energy LLC,NY,NYIS,0.0,0,0,166.0,"1,555",1,0.0,0,0,0.0,0,0,166.0,"1,555",1
2019,62724,Homer Street West,59474,BQ Energy LLC,NY,NYIS,0.0,0,0,164.0,"1,534",1,0.0,0,0,0.0,0,0,164.0,"1,534",1
2019,62760,Hopkinton CSG,62673,"Hopkinton MA 1, LLC",MA,ISNE,244.0,"1,804",60,0.0,0,0,0.0,0,0,0.0,0,0,244.0,"1,804",60
2019,60454,Houghton,63249,Terraform Arcadia,NY,NYIS,0.0,0,0,228.0,"2,880",1,0.0,0,0,0.0,0,0,228.0,"2,880",1
2019,62139,Huneke II CSG,63249,Terraform Arcadia,MN,MISO,0.0,0,0,173.0,"1,554",1,0.0,0,0,0.0,0,0,173.0,"1,554",1
2019,62225,Hunterdon Health System Solar Project,61740,"NJ Solar 1, LLC",NJ,PJM,0.0,0,0,90.0,"1,772",1,0.0,0,0,0.0,0,0,90.0,"1,772",1
2019,63869,IBM Solar,60293,"DG Colorado Solar, LLC",CO,PSCO,0.0,0,0,337.0,"6,445",1,0.0,0,0,0.0,0,0,337.0,"6,445",1
2019,60709,IFF Hazlet,61944,GSRP,NJ,PJM,0.0,0,0,0.0,0,0,298.0,"4,704",1,0.0,0,0,298.0,"4,704",1
2019,62306,IFF Union Beach Project,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,242.0,"3,020",1,0.0,0,0,0.0,0,0,242.0,"3,020",1
2019,61465,IGS Solar I - BWI2,61077,"IGS ORIX Solar I, LLC",MD,PJM,0.0,0,0,225.0,"2,646",1,0.0,0,0,0.0,0,0,225.0,"2,646",1
2019,61358,IGS Solar I - BWI5,60994,"IGS Solar I, LLC",MD,PJM,0.0,0,0,27.0,303,1,0.0,0,0,0.0,0,0,27.0,303,1
2019,61359,IGS Solar I - EWR5,60994,"IGS Solar I, LLC",NJ,PJM,0.0,0,0,121.0,"3,661",1,0.0,0,0,0.0,0,0,121.0,"3,661",1
2019,61360,IGS Solar I - EWR6,60994,"IGS Solar I, LLC",NJ,PJM,0.0,0,0,116.0,"3,302",1,0.0,0,0,0.0,0,0,116.0,"3,302",1
2019,59424,IND Solar Farm (Phase IIA),63249,Terraform Arcadia,IN,MISO,0.0,0,0,"2,538.0","12,689",1,0.0,0,0,0.0,0,0,"2,538.0","12,689",1
2019,59823,INDY III,63249,Terraform Arcadia,IN,MISO,0.0,0,0,826.0,"4,131",1,0.0,0,0,0.0,0,0,826.0,"4,131",1
2019,61466,IOS - ERW9,61077,"IGS ORIX Solar I, LLC",NJ,PJM,0.0,0,0,363.0,"8,842",1,0.0,0,0,0.0,0,0,363.0,"8,842",1
2019,61692,IVC Solar,60059,ZGlobal Inc,CA,IID,0.0,0,0,383.0,"4,090",1,0.0,0,0,0.0,0,0,383.0,"4,090",1
2019,59631,Imclone Solar Electric Facility,63069,CVI CleanCapital Solar 5 LLC,NJ,PJM,0.0,0,0,740.0,"12,342",1,0.0,0,0,0.0,0,0,740.0,"12,342",1
2019,59834,Indy Grocers,63249,Terraform Arcadia,IN,MISO,0.0,0,0,241.0,"1,202",1,0.0,0,0,0.0,0,0,241.0,"1,202",1
2019,60822,Intel - Ocotillo Campus Solar,60947,Tesla Inc.,AZ,AZPS,0.0,0,0,703.0,"3,804",1,0.0,0,0,0.0,0,0,703.0,"3,804",1
2019,58086,Intel Folsom,60947,Tesla Inc.,CA,BANC,0.0,0,0,113.0,"1,514",1,0.0,0,0,0.0,0,0,113.0,"1,514",1
2019,58954,Intel Folsom Phase 2,60947,Tesla Inc.,CA,BANC,0.0,0,0,149.0,"1,580",1,0.0,0,0,0.0,0,0,149.0,"1,580",1
2019,61152,Intel Folsom Phase 3,60947,Tesla Inc.,CA,CISO,0.0,0,0,681.0,"8,130",1,0.0,0,0,0.0,0,0,681.0,"8,130",1
2019,62374,JBAB - Washington DC,61907,"JBAB Solar I, LLC.",DC,PJM,0.0,0,0,327.0,"7,126",1,0.0,0,0,0.0,0,0,327.0,"7,126",1
2019,54637,JCO Oxides Olefins Plant,30052,Indorama Ventures,TX,MISO,0.0,0,0,0.0,0,0,"2,757.0","86,137",1,0.0,0,0,"2,757.0","86,137",1
2019,58793,JMB Mcguire-Dix-Lakehurst Solar Project,58682,WR-TGC Solar Generation IV LLC,NJ,PJM,0.0,0,0,970.0,"13,033",1,0.0,0,0,0.0,0,0,970.0,"13,033",1
2019,60113,Jackson Board of Education-Liberty HS,60947,Tesla Inc.,NJ,PJM,0.0,0,0,150.0,"1,800",1,0.0,0,0,0.0,0,0,150.0,"1,800",1
2019,60499,Jefferson Avenue,60268,Hartz Solar LLC,NJ,PJM,0.0,0,0,335.0,"2,039",1,0.0,0,0,0.0,0,0,335.0,"2,039",1
2019,58653,Jersey Gardens Phase 1,58590,SEDC Jersey Gardens Owner LLC,NJ,PJM,0.0,0,0,370.0,"3,102",1,0.0,0,0,0.0,0,0,370.0,"3,102",1
2019,58654,Jersey Gardens Phase 2,58591,CF Jersey Gardens Owner Two LLC,NJ,PJM,0.0,0,0,545.0,"3,060",1,0.0,0,0,0.0,0,0,545.0,"3,060",1
2019,56300,Jersey-Atlantic Wind Farm,50123,"Leeward Asset Management, LLC",NJ,PJM,0.0,0,0,737.0,"9,267",1,0.0,0,0,0.0,0,0,737.0,"9,267",1
2019,58292,Jewish Community Center PV,58863,Main Street Power,AZ,AZPS,0.0,0,0,374.0,"2,161",1,0.0,0,0,0.0,0,0,374.0,"2,161",1
2019,61686,Johnson 1 Community Solar,61287,Johnson I CSG LLC,MN,MISO,159.0,"1,446",5,0.0,0,0,0.0,0,0,0.0,0,0,159.0,"1,446",5
2019,61695,Johnson II Community Solar,61309,Johnson II CSG LLC,MN,MISO,151.0,"1,385",10,0.0,0,0,0.0,0,0,0.0,0,0,151.0,"1,385",10
2019,57723,"Johnson Matthey, Inc. Solar",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0.0,0,0,0.0,0,0,328.0,"7,214",1,0.0,0,0,328.0,"7,214",1
2019,62739,KDC Solar ASGM,62649,KDC Solar ASGM LLC,NJ,PJM,0.0,0,0,0.0,0,0,268.0,"3,820",1,0.0,0,0,268.0,"3,820",1
2019,62746,KDC Solar CSCP LLC,62666,KDC Solar CSCP LLC,NJ,PJM,0.0,0,0,98.0,"1,030",1,0.0,0,0,0.0,0,0,98.0,"1,030",1
2019,59910,"KDC Solar PR1, LLC",59678,"KDC Solar PR1, LLC",NJ,PJM,0.0,0,0,"1,248.0","15,491",1,0.0,0,0,0.0,0,0,"1,248.0","15,491",1
2019,60546,KIUC Kapaia PV and BA Storage Project Hybrid,60947,Tesla Inc.,HI,NA,0.0,0,0,"3,217.0","21,882",1,0.0,0,0,0.0,0,0,"3,217.0","21,882",1
2019,10805,Kenilworth Energy Facility,5530,E F Kenilworth LLC,NJ,PJM,0.0,0,0,0.0,0,0,"4,622.0","76,310",1,0.0,0,0,"4,622.0","76,310",1
2019,58243,Kent County - Worton Complex,63249,Terraform Arcadia,MD,PJM,0.0,0,0,161.0,"1,766",1,0.0,0,0,0.0,0,0,161.0,"1,766",1
2019,58239,Kent County-Kennedyville,63249,Terraform Arcadia,MD,PJM,0.0,0,0,145.0,"1,512",1,0.0,0,0,0.0,0,0,145.0,"1,512",1
2019,59098,Kettering Solar 1,60947,Tesla Inc.,CA,CISO,0.0,0,0,259.0,"2,058",1,0.0,0,0,0.0,0,0,259.0,"2,058",1
