|Utility Characteristics..Data Year|,|Utility Characteristics..Facility Number|,|Utility Characteristics..Facility Name|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..STATE|,|Utility Characteristics..BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
2019,59138,SDCCD - Miramar,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,271.0,"1,681",1,0.0,0,0,0.0,0,0,271.0,"1,681",1
2019,59139,SDCWA - Twin Oaks,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,278.0,"1,736",1,0.0,0,0,0.0,0,0,278.0,"1,736",1
2019,60745,SEPV Imperial Dixieland East,60445,"SEPV Imperial, LLC",CA,IID,0.0,0,0,509.0,"5,804",1,0.0,0,0,0.0,0,0,509.0,"5,804",1
2019,60744,SEPV Imperial Dixieland West,60445,"SEPV Imperial, LLC",CA,IID,0.0,0,0,776.0,"8,842",1,0.0,0,0,0.0,0,0,776.0,"8,842",1
2019,58479,SEV NM Phase 2,60281,"Altus Power America Management, LLC",NM,SWPP,0.0,0,0,82.0,"2,971",1,0.0,0,0,0.0,0,0,82.0,"2,971",1
2019,59658,SPI Anderson 2,17164,Sierra Pacific Industries Inc,CA,CISO,0.0,0,0,0.0,0,0,482.0,"4,816",1,0.0,0,0,482.0,"4,816",1
2019,59947,SR Camden,59710,"SR Camden, LLC",AR,SPA,0.0,0,0,0.0,0,0,950.0,"15,578",1,0.0,0,0,950.0,"15,578",1
2019,55104,Sabine Cogen,16668,Sabine Cogen LP,TX,MISO,0.0,0,0,0.0,0,0,"14,619.0","163,425",1,0.0,0,0,"14,619.0","163,425",1
2019,10789,Sabine River Works,57160,"Performance Materials NA, Inc.",TX,MISO,0.0,0,0,0.0,0,0,"14,808.0","335,050",1,0.0,0,0,"14,808.0","335,050",1
2019,59323,Sacramento (SMUD),63249,Terraform Arcadia,CA,BANC,0.0,0,0,401.0,"2,124",1,0.0,0,0,0.0,0,0,401.0,"2,124",1
2019,58636,Sacramento Fairbain Water Treatment Plant,60947,Tesla Inc.,CA,BANC,0.0,0,0,93.0,"1,204",1,0.0,0,0,0.0,0,0,93.0,"1,204",1
2019,61209,Sacramento Regional County Sanitation PV,60947,Tesla Inc.,CA,BANC,0.0,0,0,579.0,"7,720",1,0.0,0,0,0.0,0,0,579.0,"7,720",1
2019,58006,Salt Palace Solar Gen Plant,57383,Wasatch View Solar LLC,UT,PACE,0.0,0,0,"1,230.0","2,135",6,0.0,0,0,0.0,0,0,"1,230.0","2,135",6
2019,57904,San Antonio West Solar Rooftop,57273,SS San Antonio West LLC,CA,CISO,0.0,0,0,671.0,"1,738",1,0.0,0,0,0.0,0,0,671.0,"1,738",1
2019,60385,Santa Rita Jail Fuel Cell,60182,"SRJFC, LLC",CA,CISO,0.0,0,0,641.0,"9,607",1,0.0,0,0,0.0,0,0,641.0,"9,607",1
2019,63185,Sayreville Solar Project,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,110.0,"1,227",1,0.0,0,0,0.0,0,0,110.0,"1,227",1
2019,59013,Scituate PV,58863,Main Street Power,MA,ISNE,0.0,0,0,"1,401.0","3,593",1,0.0,0,0,0.0,0,0,"1,401.0","3,593",1
2019,61843,SeaWorld Aquatica,60584,Onyx Asset Services Group,CA,CISO,0.0,0,0,235.0,"1,986",1,0.0,0,0,0.0,0,0,235.0,"1,986",1
2019,57667,Seabrook Solar Plant,61944,GSRP,NJ,PJM,0.0,0,0,0.0,0,0,563.0,"9,020",1,0.0,0,0,563.0,"9,020",1
2019,60747,Seabrook Village,63069,CVI CleanCapital Solar 5 LLC,NJ,PJM,0.0,0,0,363.0,"4,967",1,0.0,0,0,0.0,0,0,363.0,"4,967",1
2019,60514,Seminole,63249,Terraform Arcadia,GA,SOCO,0.0,0,0,151.0,"1,277",1,0.0,0,0,0.0,0,0,151.0,"1,277",1
2019,60919,Shakopee Met Council WTP,60573,Oak Leaf Solar V LLC,MN,MISO,0.0,0,0,175.0,"1,678",1,0.0,0,0,0.0,0,0,175.0,"1,678",1
2019,60753,Shirley Landfill,60281,"Altus Power America Management, LLC",MA,ISNE,0.0,0,0,216.0,"1,560",1,0.0,0,0,0.0,0,0,216.0,"1,560",1
2019,60498,Shirley Water,60281,"Altus Power America Management, LLC",MA,ISNE,0.0,0,0,320.0,"3,083",8,0.0,0,0,0.0,0,0,320.0,"3,083",8
2019,10849,Silver Bay Power,3807,Cleveland Cliffs Inc,MN,MISO,0.0,0,0,0.0,0,0,"38,803.0","680,923",1,0.0,0,0,"38,803.0","680,923",1
2019,58540,Silver City WWTP PV Project,58509,"Affordable Solar Silver City, LLC",NM,PNM,0.0,0,0,0.0,0,0,308.0,"1,844",1,0.0,0,0,308.0,"1,844",1
2019,60746,Silvi Gibraltar Rock,63069,CVI CleanCapital Solar 5 LLC,NJ,PJM,0.0,0,0,236.0,"3,940",1,0.0,0,0,0.0,0,0,236.0,"3,940",1
2019,60425,Skidmore College,63249,Terraform Arcadia,NY,NYIS,0.0,0,0,213.0,"2,400",1,0.0,0,0,0.0,0,0,213.0,"2,400",1
2019,61367,Smith & Wesson at Springfield MA PV,57319,Constellation Solar Massachusetts LLC,MA,ISNE,0.0,0,0,305.0,"2,653",1,0.0,0,0,0.0,0,0,305.0,"2,653",1
2019,60669,Sod Run WTP A,61419,"Constellation Solar MC, LLC",MD,PJM,0.0,0,0,228.0,"3,109",1,0.0,0,0,0.0,0,0,228.0,"3,109",1
2019,60989,SolaireHolman Solar Project,60636,"SolaireHolman 1, LLC",TX,ERCO,0.0,0,0,"5,096.0","121,240",1,0.0,0,0,0.0,0,0,"5,096.0","121,240",1
2019,60350,"Solar Las Vegas MB 2, LLC",60145,NRG Solar Las Vegas MB 2,NV,NEVP,0.0,0,0,240.0,"2,498",1,0.0,0,0,0.0,0,0,240.0,"2,498",1
2019,59430,Solar Las Vegas MB-1,59208,NRG Solar Las Vegas MB-1,NV,NEVP,0.0,0,0,964.0,"9,985",1,0.0,0,0,0.0,0,0,964.0,"9,985",1
2019,57933,Solar Star California II LLC,58101,Solar Star California II LLC,CA,BANC,0.0,0,0,269.0,"3,770",1,0.0,0,0,0.0,0,0,269.0,"3,770",1
2019,58402,Solar Star New Jersey NJ LLC,58387,Solar Star New Jersey VI LLC,NJ,PJM,0.0,0,0,123.0,"2,501",1,0.0,0,0,0.0,0,0,123.0,"2,501",1
2019,57770,South Bay Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0.0,0,0,930.0,"7,466",1,0.0,0,0,0.0,0,0,930.0,"7,466",1
2019,60823,South Sioux City Solar,60947,Tesla Inc.,NE,SWPP,0.0,0,0,207.0,"2,913",1,0.0,0,0,0.0,0,0,207.0,"2,913",1
2019,58423,Southbridge PV,63249,Terraform Arcadia,MA,ISNE,0.0,0,0,168.0,"1,636",1,0.0,0,0,0.0,0,0,168.0,"1,636",1
2019,60945,"Spartan PV 1, LLC",60595,"Spartan PV 1, LLC",MI,MISO,0.0,0,0,"1,325.0","13,057",1,0.0,0,0,0.0,0,0,"1,325.0","13,057",1
2019,59545,Springfield Solar LLC,59287,Laurel Capital Partners,OH,PJM,0.0,0,0,130.0,"1,387",1,0.0,0,0,0.0,0,0,130.0,"1,387",1
2019,61907,Springfield Solar Project,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,869.0,"8,989",1,0.0,0,0,0.0,0,0,869.0,"8,989",1
2019,62020,Stanford Campus Solar,61602,"Solar Star California XLII, LLC",CA,CISO,0.0,0,0,748.0,"6,344",1,0.0,0,0,0.0,0,0,748.0,"6,344",1
2019,57683,"Staples La Mirada, CA",57007,"SunE WF3-ST Holdings, LLC",CA,CISO,0.0,0,0,238.0,"1,523",1,0.0,0,0,0.0,0,0,238.0,"1,523",1
2019,59705,Steel Sun,59474,BQ Energy LLC,NY,NYIS,0.0,0,0,302.0,"4,520",1,0.0,0,0,0.0,0,0,302.0,"4,520",1
2019,62723,Steel Sun 2: 2303-III-2 Hamburg Tpke,59474,BQ Energy LLC,NY,NYIS,0.0,0,0,164.0,"1,948",1,0.0,0,0,0.0,0,0,164.0,"1,948",1
2019,62722,Steel Sun 2: 2303-III-4 Hamburg Tpke,59474,BQ Energy LLC,NY,NYIS,0.0,0,0,166.0,"1,979",1,0.0,0,0,0.0,0,0,166.0,"1,979",1
2019,62721,Steel Sun 2: 2303-III-9 Hamburg Tpke,59474,BQ Energy LLC,NY,NYIS,0.0,0,0,107.0,"1,269",1,0.0,0,0,0.0,0,0,107.0,"1,269",1
2019,57864,Stockton Athletic Center,61944,GSRP,NJ,PJM,0.0,0,0,140.0,"1,300",1,0.0,0,0,0.0,0,0,140.0,"1,300",1
2019,54149,Stony Brook Cogen Plant,13587,Nissequoque Cogen Partners,NY,NYIS,0.0,0,0,"20,454.0","228,621",1,0.0,0,0,0.0,0,0,"20,454.0","228,621",1
2019,59015,Stow PV,58863,Main Street Power,MA,ISNE,0.0,0,0,"1,078.0","2,925",1,0.0,0,0,0.0,0,0,"1,078.0","2,925",1
2019,58839,Sudbury Landfill,58721,Solar Sudbury One LF LLC,MA,ISNE,0.0,0,0,213.0,"1,854",1,0.0,0,0,0.0,0,0,213.0,"1,854",1
2019,58588,Sue Cleveland High School,63249,Terraform Arcadia,CA,,0.0,0,0,163.0,"2,207",1,0.0,0,0,0.0,0,0,163.0,"2,207",1
2019,60817,Sullivan County - Adult Care Solar,60947,Tesla Inc.,NY,NYIS,0.0,0,0,172.0,"2,427",1,0.0,0,0,0.0,0,0,172.0,"2,427",1
2019,60809,"Summit Water Nexus Mt. Holly, LLC Solar",60955,"Summit Water Nexus, Mount Holly, LLC",NJ,PJM,0.0,0,0,124.0,"1,552",1,0.0,0,0,0.0,0,0,124.0,"1,552",1
2019,57010,SunEdison Anheuser Busch Fairfield,56434,SunE M5 Holdings LLC,CA,CISO,0.0,0,0,312.0,"1,582",1,0.0,0,0,0.0,0,0,312.0,"1,582",1
2019,57007,SunEdison Ironwood State Prison,56297,SunE CPA CDC2 LLC,CA,CISO,0.0,0,0,362.0,"1,799",1,0.0,0,0,0.0,0,0,362.0,"1,799",1
2019,56938,SunEdison LV Sutton Plant Site,56183,SunE NC Progress 1 LLC,NC,CPLE,0.0,0,0,468.0,"1,736",1,0.0,0,0,0.0,0,0,468.0,"1,736",1
2019,57008,SunEdison Procter & Gamble Oxnard,56431,SunE U6 Holdings LLC,CA,CISO,0.0,0,0,277.0,"1,691",1,0.0,0,0,0.0,0,0,277.0,"1,691",1
2019,57004,SunEdison Walgreens Moreno Valley,56294,SunE WG113 Moreno Valley LLC,CA,CISO,0.0,0,0,111.0,887,1,0.0,0,0,0.0,0,0,111.0,887,1
2019,57012,SunEdison Walmart Apple Valley DC,56434,SunE M5 Holdings LLC,CA,CISO,0.0,0,0,292.0,"2,236",1,0.0,0,0,0.0,0,0,292.0,"2,236",1
2019,61922,Sunlight Beacon,59474,BQ Energy LLC,NY,NYIS,0.0,0,0,265.0,"3,318",1,0.0,0,0,0.0,0,0,265.0,"3,318",1
2019,61914,Susquehanna University Solar,63249,Terraform Arcadia,PA,PJM,0.0,0,0,330.0,"4,715",1,0.0,0,0,0.0,0,0,330.0,"4,715",1
2019,55015,Sweeny Cogen Facility,22214,Sweeny Cogeneration LP,TX,ERCO,0.0,0,0,0.0,0,0,"45,912.0","1,678,018",1,0.0,0,0,"45,912.0","1,678,018",1
2019,62327,"Synergen Panorama, LLC CSG",61227,Nautilus Solar Solutions,MD,PJM,592.0,"4,546","1,065",0.0,0,0,0.0,0,0,0.0,0,0,592.0,"4,546","1,065"
2019,61199,T0588 Phoenix - AZ,60520,SoCore Energy LLC,AZ,SRP,0.0,0,0,200.0,"2,402",1,0.0,0,0,0.0,0,0,200.0,"2,402",1
2019,60683,TRS Fuel Cell,60403,"TRS Fuel Cell, LLC",CT,ISNE,0.0,0,0,452.0,"14,932",1,0.0,0,0,0.0,0,0,452.0,"14,932",1
2019,58232,Tahquitz High School,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,246.0,"1,582",1,0.0,0,0,0.0,0,0,246.0,"1,582",1
2019,60677,Tannery Road Landfill,60401,"Tannery Road Solar, LLC",NM,,0.0,0,0,260.0,"2,608",1,0.0,0,0,0.0,0,0,260.0,"2,608",1
2019,59330,Taylor Farms,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,411.0,"3,971",1,0.0,0,0,411.0,"3,971",1
2019,57594,Teichert Materials-Teichert Vernalis,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,170.0,"2,006",1,0.0,0,0,170.0,"2,006",1
2019,50481,Tennessee Eastman Operations,5610,Eastman Chemical Co-TN Ops,TN,PJM,0.0,0,0,0.0,0,0,"1,466.0","31,138",1,0.0,0,0,"1,466.0","31,138",1
2019,10093,Tesoro Hawaii,58553,PAR Petroleum,HI,NA,0.0,0,0,0.0,0,0,"2,006.0","8,037",1,0.0,0,0,"2,006.0","8,037",1
2019,60461,The Clorox Company,60947,Tesla Inc.,MD,PJM,0.0,0,0,152.0,"2,020",1,0.0,0,0,0.0,0,0,152.0,"2,020",1
2019,58356,The Lawrenceville School Solar Facility,63068,CVI CleanCapital Solar 4 LLC,NJ,PJM,0.0,0,0,654.0,"8,724",1,0.0,0,0,0.0,0,0,654.0,"8,724",1
2019,58749,Tihonet Solar,57365,Consolidated Edison Solutions Inc,MA,ISNE,0.0,0,0,0.0,0,0,178.0,"1,779",1,0.0,0,0,178.0,"1,779",1
2019,60771,Timber Creek HS,61944,GSRP,NJ,PJM,0.0,0,0,173.0,"1,651",1,0.0,0,0,0.0,0,0,173.0,"1,651",1
2019,60904,Time Warner Cable - Knowles,60947,Tesla Inc.,NY,NYIS,0.0,0,0,251.0,"2,195",1,0.0,0,0,0.0,0,0,251.0,"2,195",1
2019,58917,Tioga Solar Morris County 1 LLC,61227,Nautilus Solar Solutions,NJ,PJM,0.0,0,0,103.0,"1,449",1,0.0,0,0,0.0,0,0,103.0,"1,449",1
2019,58364,Tissington Solar,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,65.0,702,1,0.0,0,0,0.0,0,0,65.0,702,1
2019,60431,Tompkins Cortland Community College,60231,"SEC LHNY Solar One, LLC",NY,NYIS,0.0,0,0,228.0,"2,678",1,0.0,0,0,0.0,0,0,228.0,"2,678",1
2019,60096,Town of Chestertown- Chestertown WWTP,60947,Tesla Inc.,MD,PJM,0.0,0,0,81.0,"1,790",1,0.0,0,0,0.0,0,0,81.0,"1,790",1
2019,58586,Town of East Bridgewater CSG,60947,Tesla Inc.,MA,ISNE,0.0,0,0,175.0,"1,754",1,0.0,0,0,0.0,0,0,175.0,"1,754",1
2019,60115,Town of Halfmoon,60947,Tesla Inc.,NY,ISNE,0.0,0,0,46.0,"1,017",1,0.0,0,0,0.0,0,0,46.0,"1,017",1
2019,60110,Town of Needham VNEM CSG,60947,Tesla Inc.,MA,ISNE,0.0,0,0,360.0,"3,562",1,0.0,0,0,0.0,0,0,360.0,"3,562",1
2019,61541,Town of Rocky Hill PV CSG,60947,Tesla Inc.,CT,ISNE,0.0,0,0,164.0,"1,489",1,0.0,0,0,0.0,0,0,164.0,"1,489",1
2019,59613,Town of Williamson Landfill PV,59356,SSA Solar of NY LLC,NY,NYIS,0.0,0,0,162.0,"1,688",1,0.0,0,0,0.0,0,0,162.0,"1,688",1
2019,61895,Toyota HQ Plan,61509,"PGC Plano I, LLC",TX,ERCO,0.0,0,0,"1,692.0","12,118",1,0.0,0,0,0.0,0,0,"1,692.0","12,118",1
2019,57647,"Toys R Us- DE, Inc. at Mt. Olive, NJ",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0.0,0,0,261.0,"5,169",1,0.0,0,0,0.0,0,0,261.0,"5,169",1
2019,62260,Trout Creek Solar,60571,AEP Onsite Partners,CO,PSCO,0.0,0,0,272.0,"4,840",1,0.0,0,0,0.0,0,0,272.0,"4,840",1
2019,59390,True North,58677,CD US Solar MT1 LLC,MA,ISNE,0.0,0,0,"1,193.0","6,786",1,0.0,0,0,0.0,0,0,"1,193.0","6,786",1
2019,61846,Tulare BioMAT Fuel Cell,61467,"Central CA Fuel Cell 2, LLC",CA,CISO,0.0,0,0,39.0,"1,597",1,0.0,0,0,0.0,0,0,39.0,"1,597",1
2019,63438,UB Fuel Cell,61939,"Clearway Energy, Inc",CT,ISNE,0.0,0,0,824.0,"10,674",1,0.0,0,0,0.0,0,0,824.0,"10,674",1
2019,59872,UC Davis South Campus,59660,"Solar Star California XXXII, LLC",CA,CISO,0.0,0,0,"2,503.0","29,877",1,0.0,0,0,0.0,0,0,"2,503.0","29,877",1
2019,61995,UC Merced Solar Hybrid,61591,"Solar University, LLC",CA,CISO,0.0,0,0,"1,091.0","8,526",1,0.0,0,0,0.0,0,0,"1,091.0","8,526",1
2019,62016,UC Riverside Lots 30 & 32,61600,"Solar Star California LXVI, LLC",CA,CISO,0.0,0,0,798.0,"6,271",1,0.0,0,0,0.0,0,0,798.0,"6,271",1
2019,60120,UCI Fuel Cell,59892,"UCI Fuel Cell, LLC",CA,CISO,0.0,0,0,651.0,"7,451",1,0.0,0,0,0.0,0,0,651.0,"7,451",1
2019,57735,UCSD Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0.0,0,0,"2,814.0","18,955",1,0.0,0,0,0.0,0,0,"2,814.0","18,955",1
2019,61603,UMASS,56769,Consolidated Edison Development Inc.,MA,ISNE,0.0,0,0,0.0,0,0,418.0,"5,551",1,0.0,0,0,418.0,"5,551",1
2019,59749,UMES (MD) - Princess Anne,58473,"NVT LICENSES, LLC",MD,PJM,0.0,0,0,324.0,"3,169",1,0.0,0,0,0.0,0,0,324.0,"3,169",1
2019,60808,US Foods Solar,58677,CD US Solar MT1 LLC,NJ,PJM,0.0,0,0,782.0,"8,659",1,0.0,0,0,0.0,0,0,782.0,"8,659",1
2019,60086,US-TOPCO (Soccer Center),60947,Tesla Inc.,CA,CISO,0.0,0,0,574.0,"6,604",1,0.0,0,0,0.0,0,0,574.0,"6,604",1
2019,62612,USAA Black Bear Energy,62067,EnterSolar,CA,,0.0,0,0,283.0,"3,135",1,0.0,0,0,0.0,0,0,283.0,"3,135",1
2019,61682,USG 1,60059,ZGlobal Inc,CA,IID,0.0,0,0,0.0,0,0,123.0,"1,714",1,0.0,0,0,123.0,"1,714",1
2019,61683,USG 2,60059,ZGlobal Inc,CA,IID,0.0,0,0,0.0,0,0,143.0,"1,884",1,0.0,0,0,143.0,"1,884",1
2019,62361,USS Brude Solar CSG,60531,Standard Solar,MN,MISO,0.0,0,0,19.0,154,4,0.0,0,0,0.0,0,0,19.0,154,4
2019,62360,USS DVL Solar CSG,60531,Standard Solar,MN,MISO,0.0,0,0,47.0,397,5,0.0,0,0,0.0,0,0,47.0,397,5
2019,62362,USS East Hauer Watt CSG,60531,Standard Solar,MN,MISO,0.0,0,0,48.0,402,5,0.0,0,0,0.0,0,0,48.0,402,5
2019,62359,USS Eggo Solar CSG,60531,Standard Solar,MD,,0.0,0,0,100.0,"1,045",5,0.0,0,0,0.0,0,0,100.0,"1,045",5
2019,62358,USS King 2 CSG,60531,Standard Solar,MN,MISO,0.0,0,0,81.0,638,5,0.0,0,0,0.0,0,0,81.0,638,5
2019,62339,USS Kost Trail Solar CSG,60531,Standard Solar,MD,,0.0,0,0,89.0,"1,070",5,0.0,0,0,0.0,0,0,89.0,"1,070",5
2019,62337,USS Lake Patterson Solar CSG,60531,Standard Solar,MN,MISO,0.0,0,0,82.0,697,5,0.0,0,0,0.0,0,0,82.0,697,5
2019,62338,USS Rapidan Solar CSG,60531,Standard Solar,MD,,0.0,0,0,19.0,154,4,0.0,0,0,0.0,0,0,19.0,154,4
2019,62336,USS Webster Solar CSG,60531,Standard Solar,MN,MISO,0.0,0,0,159.0,"1,377",5,0.0,0,0,0.0,0,0,159.0,"1,377",5
2019,58516,Union HS at Casa Grande,58491,"Constellation Solar Holding, LLC",AZ,AZPS,0.0,0,0,307.0,"2,852",1,0.0,0,0,0.0,0,0,307.0,"2,852",1
2019,58040,United Stationers Supply Solar Electric,63068,CVI CleanCapital Solar 4 LLC,NJ,PJM,0.0,0,0,247.0,"4,120",1,0.0,0,0,0.0,0,0,247.0,"4,120",1
2019,62119,University Park Solar,61675,SS PA II PSU LLC,PA,PJM,0.0,0,0,0.0,0,0,127.0,"1,585",1,0.0,0,0,127.0,"1,585",1
2019,54372,University of Colorado,22208,University of Colorado,CO,PSCO,0.0,.,0,"96,010.0",0,1,0.0,0,0,0.0,0,0,"96,010.0",0,1
2019,54780,University of Illinois Abbott Power Plt,19528,University of Illinois,IL,MISO,84.0,"1,054",236,"1,326.0","16,779",89,0.0,0,0,0.0,0,0,"1,410.0","17,833",325
2019,60448,Valdosta,63249,Terraform Arcadia,GA,SOCO,0.0,0,0,185.0,"1,522",1,0.0,0,0,0.0,0,0,185.0,"1,522",1
2019,60824,Valley Sanitary District WTP Solar,60947,Tesla Inc.,CA,LDWP,0.0,0,0,114.0,"1,865",1,0.0,0,0,0.0,0,0,114.0,"1,865",1
2019,61463,Vandenberg Solar Project,61082,"Vandenberg Solar I, LLC",CA,CISO,0.0,0,0,"3,155.0","42,899",1,0.0,0,0,0.0,0,0,"3,155.0","42,899",1
2019,58517,Vista Grande HS at Casa Grande,58491,"Constellation Solar Holding, LLC",AZ,AZPS,0.0,0,0,334.0,"3,106",1,0.0,0,0,0.0,0,0,334.0,"3,106",1
2019,58401,Volkswagen Solar System,58385,SR Enterprise South LLC,TN,TVA,0.0,0,0,0.0,0,0,"1,398.0","12,382",1,0.0,0,0,"1,398.0","12,382",1
2019,60365,Vulcraft Solar,60163,Soltage LLC,NY,NYIS,0.0,0,0,0.0,0,0,181.0,"2,110",1,0.0,0,0,181.0,"2,110",1
2019,56922,WWRF Solar Plant,56431,SunE U6 Holdings LLC,CO,PSCO,0.0,0,0,157.0,"2,852",1,0.0,0,0,0.0,0,0,157.0,"2,852",1
2019,58123,Wakefern Food Corp,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,220.0,"2,832",1,0.0,0,0,0.0,0,0,220.0,"2,832",1
2019,60341,Wal-Mart Truth or Consequences PV,60127,"SSA Solar of NM 3, LLC",NM,PNM,0.0,0,0,257.0,"1,797",1,0.0,0,0,0.0,0,0,257.0,"1,797",1
2019,57006,Walgreens Woodland Distribution Center,56296,SunE WG45 Woodland LLC,CA,CISO,0.0,0,0,222.0,"1,569",1,0.0,0,0,0.0,0,0,222.0,"1,569",1
2019,57939,Walmart Casa Grande,60947,Tesla Inc.,AZ,AZPS,0.0,0,0,255.0,"2,627",1,0.0,0,0,0.0,0,0,255.0,"2,627",1
2019,50216,Watson Cogeneration,867,ARCO Products Co-Watson,CA,CISO,0.0,0,0,0.0,0,0,"34,350.0","701,144",1,0.0,0,0,"34,350.0","701,144",1
2019,60821,Weber State University - Davis Campus PV,60947,Tesla Inc.,UT,WACM,0.0,0,0,124.0,"2,226",1,0.0,0,0,0.0,0,0,124.0,"2,226",1
2019,61629,West Brookfield Solar - Gilbertsville Rd CSG,61227,Nautilus Solar Solutions,MA,ISNE,0.0,0,0,285.0,"5,598",1,0.0,0,0,0.0,0,0,285.0,"5,598",1
2019,58244,West Valley High School Solar,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,210.0,"1,487",1,0.0,0,0,0.0,0,0,210.0,"1,487",1
2019,59368,Westborough Solar LLC,58258,SunRay Power LLC,MA,ISNE,0.0,0,0,331.0,"2,415",1,0.0,0,0,0.0,0,0,331.0,"2,415",1
2019,60500,Westside Avenue,60268,Hartz Solar LLC,NJ,PJM,0.0,0,0,186.0,"1,285",1,0.0,0,0,0.0,0,0,186.0,"1,285",1
2019,62683,Westside Wastewater Treatment Plant Hybrid,61204,"Today's Power, Inc.",AR,SWPP,0.0,0,0,177.0,"3,705",1,0.0,0,0,0.0,0,0,177.0,"3,705",1
2019,62764,Westtown CSG,62669,"Westtown NY 1, LLC",NY,ISNE,119.0,"2,119",121,0.0,0,0,0.0,0,0,0.0,0,0,119.0,"2,119",121
2019,61630,William G Mennen Sports Solar,61227,Nautilus Solar Solutions,NJ,PJM,0.0,0,0,125.0,"1,449",1,0.0,0,0,0.0,0,0,125.0,"1,449",1
2019,57805,William Paterson University,57124,Nautilus Solar WPU LLC,NJ,PJM,0.0,0,0,455.0,"2,729",1,0.0,0,0,0.0,0,0,455.0,"2,729",1
2019,58361,Williams-Sonoma Solar Facility,63068,CVI CleanCapital Solar 4 LLC,NJ,PJM,0.0,0,0,450.0,"4,485",1,0.0,0,0,0.0,0,0,450.0,"4,485",1
2019,60111,Williamsburg Solar LLC VNEM CSG,60947,Tesla Inc.,MA,ISNE,0.0,0,0,194.0,"2,579",1,0.0,0,0,0.0,0,0,194.0,"2,579",1
2019,59751,"Wilzig Associates, LLC",59518,"Wilzig Associates, LLC",NJ,PJM,0.0,0,0,0.0,0,0,110.0,"1,489",1,0.0,0,0,110.0,"1,489",1
2019,62193,Winegar CSG,63249,Terraform Arcadia,MN,MISO,0.0,0,0,164.0,"1,455",1,0.0,0,0,0.0,0,0,164.0,"1,455",1
2019,10613,"Woodland Pulp, LLC",5232,Woodland Pulp LLC,ME,NBSO,0.0,0,0,0.0,0,0,"4,945.0","110,754",2,0.0,0,0,"4,945.0","110,754",2
2019,63512,Wor-Wic Community College - Offsite,60947,Tesla Inc.,MD,PJM,290.0,"2,575",1,0.0,0,0,0.0,0,0,0.0,0,0,290.0,"2,575",1
2019,62365,Wright Kirby 1-5 CSG,60531,Standard Solar,MN,MISO,0.0,0,0,560.0,"4,717",15,0.0,0,0,0.0,0,0,560.0,"4,717",15
2019,60604,Wye Mills VNEM CSG,60947,Tesla Inc.,MD,PJM,0.0,0,0,937.0,"18,011",1,0.0,0,0,0.0,0,0,937.0,"18,011",1
2019,62286,Xebec 1,61811,AES LA FiT Sun Valley LLC,CA,LDWP,0.0,0,0,475.0,"3,277",1,0.0,0,0,0.0,0,0,475.0,"3,277",1
These entities are one of the elements used in the state Adjustment lines in the Sales to Ultimate Customers file.,,,,,,,,,,,,,,,,,,,,,
