Utility Characteristics,,,,,,Number of,,,,,Types of Program,,,,,,,,,,,,,,,,,,,
2022,13511,New York State Elec & Gas Corp,,NY,NYIS,"128,384","4,560",420,.,"133,364",Y,Y,Y,,,Y,Y,,,Y,Y,,,,,,,,,
2022,13524,"Newberry Electric Coop, Inc",,SC,SC,71,.,.,.,71,,,,,Y,,,,,,,,,,,,,,,
2022,13550,City of Newport,,TN,TVA,0,0,3,0,3,,,Y,,,,,,,,,,,,,,,,,
2022,13561,City of Newton - (NC),Y,NC,DUK,.,4,3,.,7,,,,,,,,,,,,,,,,,,,,
2022,13573,Niagara Mohawk Power Corp.,,NY,NYIS,.,301,111,.,412,,,,,,Y,Y,,,,,,,,,,,,,
2022,13640,Northern Virginia Elec Coop,,VA,PJM,0,21,0,0,21,,,,,,Y,,,,,,,,,,,,,,
2022,13647,Noble County R E M C,,IN,PJM,6,1,.,.,7,Y,Y,,,,,,,,,,,,,,,,,,
2022,13669,North Alabama Electric Coop,,AL,TVA,0,0,3,0,3,,,Y,,,,,,,,,,,,,,,,,
2022,13676,"North Arkansas Elec Coop, Inc",,AR,MISO,.,27,.,.,27,,,,,,,,,,Y,,,,,,,,,,
2022,13684,Nobles Cooperative Electric,Y,MN,MISO,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,
2022,13685,"Niobrara Electric Assn, Inc",Y,NE,WACM,3,1,0,0,4,,,,,,,,,,,,,,,,,,,,
2022,13685,"Niobrara Electric Assn, Inc",Y,WY,WACM,18,0,0,0,18,,,,,,,,,,,,,,,,,,,,
2022,13693,"North Central Elec Coop, Inc",,OH,PJM,"8,426","1,235",19,.,"9,680",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,13697,North Central Power Co Inc,,WI,MISO,85,3,5,0,93,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,13698,North Central Public Pwr Dist,Y,NE,SWPP,.,29,.,.,29,,,,,,,,,,,,,,,,,,,,
2022,13716,North Georgia Elec Member Corp,,GA,TVA,0,51,31,0,82,,Y,Y,,,Y,,,,,,,,,,,,,,
2022,13718,City of North Little Rock - (AR),,AR,MISO,0,34,3,0,37,,Y,Y,,,,,,,,,,,,,,,,,
2022,13730,City of North St Paul - (MN),Y,MN,MISO,.,1,.,.,1,,,,,,,,,,,,,,,,,,,,
2022,13735,Northcentral Mississippi E P A,,MS,TVA,4,0,4,0,8,Y,,Y,,,,,,,,,,,,,,,,,
2022,13739,Northeast Power,,NE,SWPP,32,.,698,.,730,Y,,Y,,,,,,,,,,,,Y,,,,,
2022,13762,"Northern Neck Elec Coop, Inc",,VA,PJM,4,132,.,.,136,Y,Y,,,,,,,,,,,,,,,,,,
2022,13777,Northern Rio Arriba E Coop Inc,Y,NM,PNM,410,40,3,.,453,,,,,,,,,,,,,,,,,,,,
2022,13780,Northern States Power Co,,MI,MISO,147,26,2,.,175,Y,Y,Y,,,,,,,,,,,Y,Y,,,,,
2022,13780,Northern States Power Co,,WI,MISO,"5,746","9,077",123,.,"14,946",Y,Y,Y,,,Y,Y,,,Y,Y,,,,,,,,,
2022,13781,Northern States Power Co - Minnesota,,MN,MISO,"12,997","15,274",3,1,"28,275",Y,Y,Y,Y,,Y,Y,,,,,,,,,,,,,
2022,13781,Northern States Power Co - Minnesota,,ND,MISO,35,736,13,0,784,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,
2022,13781,Northern States Power Co - Minnesota,,SD,MISO,19,566,8,0,593,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,13805,Northwest Rural Pub Pwr Dist,Y,NE,WACM,"1,445",.,.,.,"1,445",,,,,,,,,,,,,,,,,,,,
2022,13815,Northwestern Wisconsin Elec Co,,WI,MISO,643,52,23,.,718,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,13933,City of Oak Ridge,,TN,TVA,0,1,1,0,2,,Y,Y,,,,,,,,,,,,,,,,,
2022,13936,Oakdale Electric Coop,,WI,MISO,788,209,48,.,"1,045",,,,,Y,Y,Y,,,,,,,,,,,,,
2022,13963,Oconomowoc Utilities,,WI,MISO,71,295,4,0,370,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,13965,Oconto Falls Water & Light Comm,,WI,MISO,1,7,0,0,8,Y,Y,,,,,,,,,,,,,,,,,,
2022,13998,Ohio Edison Co,,OH,PJM,106,0,0,0,106,Y,,,,,,,,,,,,,,,,,,,
2022,14006,Ohio Power Co,,OH,PJM,426,427,10,0,863,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,14062,Oklahoma Electric Coop Inc,,OK,SWPP,"43,048","5,411",50,.,"48,509",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,14063,Oklahoma Gas & Electric Co,,AR,SWPP,"5,426",542,53,0,"6,021",Y,Y,Y,,,Y,Y,,Y,Y,Y,,,,,,,,,
2022,14063,Oklahoma Gas & Electric Co,,OK,SWPP,"78,879","10,631","1,253",0,"90,763",Y,Y,Y,,,Y,Y,,Y,Y,Y,,,,,,,,,
2022,14078,City of Okolona,,MS,TVA,0,181,0,0,181,,Y,,,,,,,,,,,,,,,,,,
2022,14127,Omaha Public Power District,,NE,SWPP,0,104,5,0,109,,Y,Y,,,,Y,,,,,,,,,,,,,
2022,14146,City of Opelika - (AL),,AL,SOCO,0,1,1,.,2,,Y,Y,,,,,,,,,,,,,,,,,
2022,14160,Orange County Rural E M C,Y,IN,MISO,490,.,.,.,490,,,,,,,,,,,,,,,,,,,,
2022,14164,City of Orangeburg - (SC),,SC,SCEG,.,.,15,.,15,,,Y,,,,,,,,,,,,,,,,,
2022,14170,Orcas Power & Light Coop,,WA,BPAT,46,.,.,.,46,Y,,,,,,,,,,,,,,,,,,,
2022,14175,"Tri-County Electric Coop, Inc (SC)",,SC,SC,.,.,262,.,262,,,Y,,,,,,,,,,,,,,,,,
2022,14232,Otter Tail Power Co,,MN,MISO,"17,595","1,870",11,0,"19,476",Y,Y,Y,,,,,,,,,,Y,Y,Y,,,,,
2022,14232,Otter Tail Power Co,,ND,MISO,"15,582","2,252",0,0,"17,834",Y,Y,,,,,,,,,,,Y,Y,,,,,,
2022,14232,Otter Tail Power Co,,SD,MISO,"3,518",369,0,0,"3,887",Y,Y,,,,,,,,,,,Y,Y,,,,,,
2022,14246,City of Owatonna - (MN),,MN,MISO,.,38,57,.,95,,Y,Y,,,,,,,,,,,,,,,,,
2022,14267,"Otsego Electric Coop, Inc",Y,NY,NYIS,6,1,.,.,7,,,,,,,,,,,,,,,,,,,,
2022,14289,Ozarks Electric Coop Corp - (AR),,AR,SWPP,.,12,3,.,15,,,,,,,,,,,,,,Y,Y,,,,,
2022,14328,Pacific Gas & Electric Co.,,CA,CISO,"511,743","488,668","32,037",0,"1,032,448",Y,Y,Y,,,,,,,,,,Y,Y,Y,,,,,
2022,14354,PacifiCorp,,CA,PACW,.,10,19,.,29,,Y,Y,,,,,,,,,,,,,,,,,
2022,14354,PacifiCorp,,ID,PACE,"9,714",3,.,.,"9,717",Y,Y,,,,,,,,,,,,,,,,,,
2022,14354,PacifiCorp,,OR,PACW,"1,112",229,205,.,"1,546",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,14354,PacifiCorp,,UT,PACE,"1,072","1,024",535,1,"2,632",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,14354,PacifiCorp,,WA,PACW,11,33,17,.,61,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,14354,PacifiCorp,,WY,PACE,11,22,67,.,100,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,14398,Palmetto Electric Coop Inc,,SC,SC,0,208,5,0,213,,Y,,,,,,,,,,,,Y,Y,,,,,
2022,14401,City of Palo Alto - (CA),,CA,CISO,.,1,.,.,1,,Y,,,,,,,,,,,,,,,,,,
2022,14455,City of Paris - (TN),,TN,TVA,0,6,1,0,7,,Y,Y,,,,,,,,,,,,,,,,,
2022,14468,People's Cooperative Services,,MN,MISO,313,3,0,0,316,Y,Y,,,,,,,,,,,,,,,,,,
2022,14471,Parke County Rural E M C,Y,IN,MISO,16,1,0,.,17,,,,,,,,,,,,,,,,,,,,
2022,14534,City of Pasadena - (CA),,CA,CISO,49,124,.,.,173,Y,Y,,,,,,,,,,,,,,,,,,
2022,14557,"Pee Dee Electric Coop, Inc",,SC,SC,.,.,9,.,9,,,,,,,,,,,,,,,Y,,,,,
2022,14563,Pearl River Valley El Pwr Assn,,MS,MISO,.,.,1,.,1,,,Y,,,,,,,,,,,,,,,,,
2022,14602,Pea River Electric Coop,,AL,SOCO,.,18,.,.,18,,Y,,,,,,,,,,,,,,,,,,
2022,14605,City of Peabody - (MA),,MA,ISNE,.,8,4,.,12,,Y,Y,,,,,,,,,,,,,,,,,
2022,14606,"Peace River Electric Coop, Inc",,FL,SEC,31,54,.,.,85,Y,Y,,,,,,,,,,,,,,,,,,
2022,14610,Orlando Utilities Comm,,FL,FMPP,518,412,.,.,930,Y,Y,,,,,,,,,,,,,,,,,,
2022,14626,"Pedernales Electric Coop, Inc",,TX,ERCO,302,"2,741",169,.,"3,212",Y,Y,Y,,,,Y,,,,,,,,,,,,,
2022,14711,Pennsylvania Electric Co,,PA,PJM,56,0,214,0,270,Y,,,,,,Y,,,,,,,,,,,,,
2022,14715,PPL Electric Utilities Corp,,PA,PJM,610,432,74,0,"1,116",Y,Y,Y,,,Y,Y,,,,,,,,,,,,,
2022,14716,Pennsylvania Power Co,,PA,PJM,6,0,81,0,87,Y,,,,,,Y,,,,,,,,,,,,,
2022,14717,Pee Dee Electric Member Corp,,NC,CPLE,2,.,.,.,2,Y,,,,,,,,,,,,,,,,,,,
2022,14724,Pennyrile Rural Electric Coop,,KY,TVA,0,1,16,0,17,,Y,Y,,,,,,,,,,,,,,,,,
2022,14840,City of Peru - (IL),,IL,MISO,0,1,0,0,1,,Y,,,,,,,,,,,,,,,,,,
2022,14864,Petit Jean Electric Coop Corp,,AR,MISO,.,.,1,.,1,,,Y,,,,,,,,,,,,,,,,,
2022,14940,PECO Energy Co,,PA,PJM,"1,411",979,314,.,"2,704",Y,Y,,,,Y,Y,,,,,,,,,,,,,
2022,15023,Piedmont Electric Member Corp,,NC,DUK,"1,584",317,1,.,"1,902",Y,Y,,,,,,,,,,,,,Y,,,,,
2022,15034,Pierce-Pepin Coop Services,Y,WI,MISO,16,1,.,.,17,,,,,,,,,,,,,,,,,,,,
2022,15086,Pioneer Power and Light Co,,WI,MISO,6,.,.,.,6,Y,,,,,,,,,,,,,,,,,,,
2022,15141,Plateau Electric Cooperative,,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2022,15159,City of Plymouth - (WI),,WI,MISO,21,44,6,0,71,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,15211,Pontotoc Electric Power Assn,,MS,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2022,15248,Portland General Electric Co,,OR,PGE,"2,493",283,.,.,"2,776",Y,Y,,,,,,,,,,,,,,,,,,
2022,15263,The Potomac Edison Company,,MD,PJM,500,62,55,0,617,Y,,,,,Y,Y,,,,,,,,,,,,,
2022,15270,Potomac Electric Power Co,,MD,PJM,"537,604",120,.,.,"537,724",Y,,,,,,,,,,,,,,,,Y,Y,,
2022,15293,Powell Valley Electric Coop,,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2022,15297,City of Plummer - (ID),Y,ID,AVA,803,134,4,.,941,,,,,,,,,,,,,,,,,,,,
2022,15312,Village of Prairie Du Sac - (WI),,WI,MISO,11,49,1,0,61,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,15340,Presque Isle Elec & Gas Coop,,MI,MISO,.,8,5,.,13,,Y,Y,,,,,,,,,,,,,,,,,
2022,15444,Provo City Corp,,UT,PACE,2,0,0,0,2,Y,,,,,,,,,,,,,,,,,,,
2022,15466,Public Service Co of Colorado,,CO,PSCO,"489,661","2,563",.,.,"492,224",Y,Y,Y,Y,,,,,,,,,,,Y,,,,,
2022,15470,"Duke Energy Indiana, LLC",,IN,MISO,628,84,56,.,768,,Y,Y,,,Y,Y,,Y,Y,Y,,Y,Y,,,,,,
2022,15472,Public Service Co of NH,,NH,ISNE,50,82,70,.,202,Y,Y,Y,,,,Y,,,,,,,,,,,,,
2022,15473,Public Service Co of NM,,NM,PNM,121,"4,838",63,0,"5,022",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,15474,Public Service Co of Oklahoma,,OK,SWPP,"22,638","70,466","6,332",0,"99,436",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,15507,City of Pulaski - (TN),,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2022,15671,Randolph Electric Member Corp,,NC,CPLE,113,42,1,.,156,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,15748,Town of Reading - (MA),,MA,ISNE,648,83,.,.,731,Y,Y,,,,,,,,,,,,,,,,,,
2022,15804,Reedsburg Utility Comm,,WI,MISO,1,57,8,0,66,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,15865,Village of Republic - (OH),Y,OH,PJM,271,36,1,0,308,,,,,,,,,,,,,,,,,,,,
2022,15938,Rice Lake Utilities,Y,WI,MISO,29,8,25,.,62,,,,,,,,,,,,,,,,,,,,
2022,15978,City of Richland Center - (WI),,WI,MISO,0,8,4,0,12,,Y,Y,,,,,,,,,,,,,,,,,
2022,15983,Richland Electric Coop,Y,WI,MISO,"1,203",129,.,.,"1,332",,,,,,,,,,,,,,,,,,,,
2022,15989,City of Richmond - (IN),,IN,PJM,.,.,87,.,87,,,,,,,,,,,,,,,Y,,,,,
2022,16057,"Rio Grande Electric Coop, Inc",,NM,EPE,239,68,16,.,323,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,16057,"Rio Grande Electric Coop, Inc",,TX,ERCO,"9,023","4,347",566,.,"13,936",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,16060,Riverland Energy Cooperative,,WI,MISO,390,68,.,.,458,Y,Y,,,,,,,,,,,,,,,,,,
2022,16082,City of River Falls,,WI,MISO,16,27,4,0,47,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,16088,City of Riverside - (CA),,CA,CISO,152,.,615,.,767,Y,,Y,,,,,,,,,,,,,,,,,
2022,16101,Roanoke Electric Member Corp,,NC,PJM,38,1,2,.,41,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,16179,Rochelle Municipal Utilities,,IL,PJM,149,14,25,.,188,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,16181,Rochester Public Utilities,,MN,MISO,73,88,0,0,161,Y,Y,,,,,,,,,,,,,,,,,,
2022,16183,Rochester Gas & Electric Corp,,NY,NYIS,"3,461",786,185,.,"4,432",Y,Y,Y,,,Y,Y,,,Y,Y,,,,,,,,,
2022,16223,City of Rockwood - (TN),,TN,TVA,0,0,4,0,4,,,Y,,,,,,,,,,,,,,,,,
2022,16267,Rolling Hills Electric Coop,Y,KS,SWPP,0,7,234,0,241,,,,,,,,,,,,,,,,,,,,
2022,16295,City of Roseville - (CA),,CA,BANC,.,.,32,.,32,,,Y,,,,,,,,,,,,,,,,,
2022,16496,Rutherford Elec Member Corp,,NC,DUK,0,194,0,0,194,,Y,,,,,,,,,,,,,,,,,,
2022,16511,Sac-Osage Electric Coop Inc,Y,MO,AECI,.,6,.,.,6,,,,,,,,,,,,,,,,,,,,
2022,16534,Sacramento Municipal Util Dist,,CA,BANC,"549,613","65,062",151,1,"614,827",Y,Y,Y,Y,,,,,,,,,Y,,,,,,,
2022,16565,Salmon River Electric Coop Inc,,ID,IPCO,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2022,16572,Salt River Project,,AZ,SRP,"316,463","14,276",1,.,"330,740",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,16603,"San Luis Valley R E C, Inc",,CO,WACM,"1,244",72,"2,520",.,"3,836",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,16604,City of San Antonio - (TX),,TX,ERCO,.,69,.,.,69,,Y,,,,,,,,,,,,,,,,,,
2022,16609,San Diego Gas & Electric Co,,CA,CISO,"1,051,909","146,007",95,.,"1,198,011",Y,Y,Y,,,,,,Y,Y,,,Y,Y,Y,,,,,
2022,16616,"San Isabel Electric Assn, Inc",,CO,WACM,"1,016",542,9,.,"1,567",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,16629,Sand Mountain Electric Coop,,AL,TVA,0,1,0,0,1,,Y,,,,,,,,,,,,,,,,,,
2022,16649,Sangre De Cristo Elec Assn Inc,Y,CO,WACM,205,11,4,.,220,,,,,,,,,,,,,,,,,,,,
2022,16674,Satilla Rural Elec Member Corporation,,GA,SOCO,.,949,35,.,984,,Y,,,,,,,,,,,,,Y,,,,,
2022,16679,City of Sauk Centre - (MN),Y,MN,MISO,36,4,7,.,47,,,,,,,,,,,,,,,,,,,,
2022,16680,Village of Sauk City - (WI),Y,WI,MISO,.,24,2,.,26,,,,,,,,,,,,,,,,,,,,
2022,16829,City of Scottsboro,,AL,TVA,0,1,2,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2022,16854,"Heartland Rural Elec Coop, Inc",Y,KS,SWPP,292,.,.,.,292,,,,,,,,,,,,,,,,,,,,
2022,16865,Sawnee Electric Membership Corporation,,GA,SOCO,394,463,.,.,857,Y,Y,,,,,,,,,,,Y,,,,,,,
2022,16868,City of Seattle - (WA),,WA,SCL,204,138,27,3,372,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,16920,Sedgwick County El Coop Assn Inc,Y,KS,SWPP,.,.,6,.,6,,,,,,,,,,,,,,,,,,,,
2022,16930,Sequachee Valley Electric Coop,,TN,TVA,0,2,1,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2022,16949,Sevier County Electric System,,TN,TVA,0,2,3,0,5,,Y,Y,,,,,,,,,,,,,,,,,
2022,16971,Shakopee Public Utilities Comm,,MN,MISO,.,.,2,.,2,Y,,Y,,,,,,,,,,,,,,,,,
2022,17011,Shawano Municipal Utilities,,WI,MISO,17,35,32,.,84,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,17033,Sheffield Utilities,,AL,TVA,0,0,7,0,7,,,Y,,,,,,,,,,,,,,,,,
2022,17037,City of Shelby - (NC),Y,NC,DUK,.,2,.,.,2,,,,,,,,,,,,,,,,,,,,
2022,17047,City of Shelbyville - (TN),,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2022,17066,Shenandoah Valley Elec Coop,,VA,PJM,0,11,5,0,16,,,,,,,,,,,,,,Y,Y,,,,,
2022,17130,City of Shullsburg - (WI),Y,WI,MISO,.,.,2,.,2,,,,,,,,,,,,,,,,,,,,
2022,17166,Sierra Pacific Power Co,,NV,NEVP,"1,978","2,403",113,.,"4,494",Y,Y,Y,,,,,,,,,,Y,,,,,,,
2022,17252,Singing River Elec Cooperative,,MS,MISO,.,51,15,.,66,,Y,Y,,,,,,,,,,,,,,,,,
2022,17267,Sioux Valley SW Elec Coop,,MN,SWPP,49,1,.,.,50,Y,Y,,,,,,,,,,,,,,,,,,
2022,17267,Sioux Valley SW Elec Coop,,SD,SWPP,409,3,.,.,412,Y,Y,,,,,,,,,,,,,,,,,,
2022,17324,Slinger Utilities,,WI,MISO,1,10,0,0,11,Y,Y,,,,,,,,,,,,,,,,,,
2022,17452,City of Smithville - (TN),,TN,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2022,17470,PUD 1 of Snohomish County,,WA,BPAT,507,4,2,.,513,Y,Y,Y,,,,,,,,,,Y,,,,,,,
2022,17492,"Socorro Electric Coop, Inc",Y,NM,PNM,130,14,.,.,144,,,,,,,,,,,,,,,,,,,,
2022,17539,"Dominion Energy South Carolina, Inc",,SC,SCEG,84,"1,630",18,0,"1,732",Y,Y,Y,,,,Y,,,,,,,,,,,,,
2022,17543,South Carolina Public Service Authority,,SC,SC,2,28,19,0,49,Y,Y,Y,,,,Y,,,,,,,,Y,,,,Y,
2022,17548,South Central Public Pwr Dist,Y,NE,SWPP,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
2022,17572,South River Elec Member Corp,,NC,CPLE,68,203,.,.,271,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,17577,City of South Sioux City,,NE,SWPP,.,1,.,.,1,,Y,,,,,,,,,,,,,,,,,,
2022,17592,Southeast Colorado Power Assn,,CO,WACM,9,38,.,.,47,Y,Y,,,,,,,,,,,,,,,,,,
2022,17599,Southeastern Indiana R E M C,,IN,MISO,43,.,.,.,43,Y,,,,,,,,,,,,Y,,,,,,,
2022,17603,Southeastern Electric Coop Inc - (OK),,OK,SWPP,.,.,5,.,5,,,,,,,,,,,Y,,,,,,,,,
2022,17609,Southern California Edison Co,,CA,CISO,"2,478,884","621,683","25,183",.,"3,125,750",Y,Y,Y,,,Y,Y,,,,,,Y,Y,Y,,,,,
2022,17612,Bear Valley Electric Service,,CA,CISO,11,6,7,.,24,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,17637,Southern Maryland Elec Coop Inc,,MD,PJM,"1,212",48,.,.,"1,260",Y,Y,,,,,,,,,,,,,,,,,,
2022,17643,"Southern Iowa Elec Coop, Inc",Y,IA,AECI,"4,612",151,0,.,"4,763",,,,,,,,,,,,,,,,,,,,
2022,17646,"Southern Pine Elec Coop, Inc",,AL,SOCO,.,.,2,.,2,,,,,,,,,,,,,,,Y,,,,,
2022,17647,Southern Pine Electric Cooperative,,MS,MISO,5,7,2,0,14,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,17668,City of Southport - (NC),Y,NC,CPLE,"2,721",578,.,.,"3,299",,,,,,,,,,,,,,,,,,,,
2022,17683,Southwest Mississippi E P A,,MS,MISO,.,2,.,.,2,,Y,,,,,,,,,,,,,,,,,,
2022,17684,Southwest Louisiana E M C,,LA,MISO,.,5,.,.,5,,Y,,,,,,,,,,,,,,,,,,
2022,17694,Southwest Tennessee E M C,,TN,TVA,0,19,1,0,20,,Y,Y,,,,,,,,,,,,,,,,,
2022,17698,Southwestern Electric Power Co,,AR,SWPP,"106,455","18,610",610,.,"125,675",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,17698,Southwestern Electric Power Co,,LA,SWPP,"207,464","1,526",51,.,"209,041",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,17698,Southwestern Electric Power Co,,TX,SWPP,"154,721","3,334",174,.,"158,229",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,17718,Southwestern Public Service Co,,NM,SWPP,11,20,4,.,35,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,17718,Southwestern Public Service Co,,TX,SWPP,43,52,.,.,95,Y,Y,,,,,,,,,,,,,,,,,,
2022,17826,"Springer Electric Coop, Inc",,NM,PNM,36,18,.,.,54,Y,Y,,,,,,,,,,,,,,,,,,
2022,17828,City of Springfield - (IL),,IL,MISO,22,.,.,.,22,Y,,,,,,,,,,,,,,,,,,,
2022,17829,City of Springfield - (TN),,TN,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2022,17868,St Croix Electric Coop,Y,WI,MISO,"1,923",17,0,0,"1,940",,,,,,,,,,,,,,,,,,,,
2022,17891,City of St Marys - (OH),,OH,PJM,"3,755",496,13,.,"4,264",Y,Y,Y,,Y,,,,Y,,,,Y,,,,,,,
2022,17896,City of Shasta Lake - (CA),Y,CA,BANC,.,.,1,.,1,,,,,,,,,,,,,,,,,,,,
2022,18006,City of Starkville,,MS,TVA,0,1,2,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2022,18019,Stearns Cooperative Elec Assn,,MN,MISO,.,.,2,.,2,,,Y,,,,,,,,,,,,,,,,,
2022,18022,City of Statesville - (NC),,NC,DUK,.,26,19,.,45,,Y,Y,,,,,,,,,,,Y,Y,,,,,
2022,18047,Steele-Waseca Cooperative Electric,,MN,MISO,.,4,16,.,20,,Y,Y,,,,,,,,,,,,,,,,,
2022,18087,Town of Sterling - (MA),,MA,ISNE,82,.,.,.,82,Y,,,,,,,,,,,,,,,,,,,
2022,18102,"Steuben Rural Elec Coop, Inc",Y,NY,NYIS,47,0,0,0,47,,,,,,,,,,,,,,,,,,,,
2022,18181,City of Stoughton - (WI),,WI,MISO,24,47,3,0,74,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,18249,City of Sturgeon Bay - (WI),,WI,MISO,95,326,1,0,422,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,18252,City of Sturgis,,MI,PJM,0,16,11,.,27,,Y,Y,,,,,,,,,,,,,,,,,
2022,18280,Sulphur Springs Valley E C Inc,,AZ,WALC,7,147,0,0,154,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,18304,"Sumter Electric Coop, Inc",,FL,SEC,.,.,8,.,8,,,,,,,,,,,,,,,Y,,,,,
2022,18305,Sumter Electric Member Corp,,GA,SOCO,.,908,10,.,918,,Y,Y,,,,,,,,,,,,,,,,,
2022,18312,Sun Prairie Utilities,,WI,MISO,82,157,5,0,244,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,18336,Superior Water and Light Co,,WI,MISO,59,6,14,0,79,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,18339,Surry-Yadkin Elec Member Corp,,NC,DUK,"1,325",.,.,.,"1,325",Y,,,,,,,,,,,,,,,,,,,
2022,18360,Suwannee Valley Elec Coop Inc,,FL,SEC,.,346,1,.,347,,Y,Y,,,,,,,,,,,,,,,,,
2022,18383,Taylor Electric Coop - (WI),Y,WI,MISO,137,34,.,.,171,,,,,,,,,,,,,,,,,,,,
2022,18384,City of Sweetwater,,TN,TVA,0,0,3,0,3,,,Y,,,,,,,,,,,,,,,,,
2022,18397,City of Sylvania - (GA),,GA,SOCO,0,2,0,0,2,,Y,,,,,,,,,,,,,,,,,,
2022,18445,City of Tallahassee - (FL),,FL,TAL,738,0,0,0,738,Y,,,,,,,,,,,,,,,,,,,
2022,18447,Tallahatchie Valley E P A,,MS,TVA,0,3,1,0,4,,Y,Y,,,,,,,,,,,,,,,,,
